Gene ID	CCDS ID
ENSMUSG00000099139	
ENSMUSG00000014686	
ENSMUSG00000020317	CCDS23978
ENSMUSG00000026806	
ENSMUSG00000030849	
ENSMUSG00000029635	
ENSMUSG00000005417	
ENSMUSG00000029635	
ENSMUSG00000030849	
ENSMUSG00000055491	CCDS38005
ENSMUSG00000020317	
ENSMUSG00000058173	CCDS22838
ENSMUSG00000030849	
ENSMUSG00000092216	CCDS57502
ENSMUSG00000030849	
ENSMUSG00000005417	CCDS24775
ENSMUSG00000058173	CCDS22838
ENSMUSG00000055491	
ENSMUSG00000030849	
ENSMUSG00000045100	
ENSMUSG00000055491	
ENSMUSG00000020317	CCDS23977
ENSMUSG00000030849	
ENSMUSG00000005417	
ENSMUSG00000045100	
ENSMUSG00000055491	
ENSMUSG00000005417	
ENSMUSG00000030849	
ENSMUSG00000028100	CCDS51008
ENSMUSG00000078671	
ENSMUSG00000045100	
ENSMUSG00000017003	CCDS17030
ENSMUSG00000005417	
ENSMUSG00000078671	
ENSMUSG00000030849	
ENSMUSG00000045100	
ENSMUSG00000005417	
ENSMUSG00000030849	
ENSMUSG00000078671	
ENSMUSG00000095293	CCDS40899
ENSMUSG00000028100	CCDS51009
ENSMUSG00000017003	CCDS79860
ENSMUSG00000078671	
ENSMUSG00000055491	
ENSMUSG00000045100	
ENSMUSG00000005417	CCDS24774
ENSMUSG00000102564	
ENSMUSG00000109137	
ENSMUSG00000004451	CCDS15225
ENSMUSG00000045100	
ENSMUSG00000055491	
ENSMUSG00000028495	CCDS18310
ENSMUSG00000078671	
ENSMUSG00000095293	CCDS40899
ENSMUSG00000109340	
ENSMUSG00000078671	
ENSMUSG00000055491	
ENSMUSG00000036862	CCDS52351
ENSMUSG00000004451	
ENSMUSG00000078671	
ENSMUSG00000086814	
ENSMUSG00000055491	
ENSMUSG00000004451	
ENSMUSG00000028495	
ENSMUSG00000078671	
ENSMUSG00000036862	
ENSMUSG00000027765	CCDS17377
ENSMUSG00000078671	
ENSMUSG00000085743	
ENSMUSG00000110629	
ENSMUSG00000083246	
ENSMUSG00000085743	
ENSMUSG00000028495	
ENSMUSG00000110629	
ENSMUSG00000101437	
ENSMUSG00000078671	
ENSMUSG00000055491	
ENSMUSG00000028495	
ENSMUSG00000036862	
ENSMUSG00000085743	
ENSMUSG00000027765	CCDS17377
ENSMUSG00000110629	
ENSMUSG00000055491	
ENSMUSG00000078671	
ENSMUSG00000069631	CCDS56816
ENSMUSG00000109685	
ENSMUSG00000110629	
ENSMUSG00000006205	
ENSMUSG00000055491	
ENSMUSG00000078671	
ENSMUSG00000027765	CCDS17377
ENSMUSG00000086513	
ENSMUSG00000078671	
ENSMUSG00000019737	
ENSMUSG00000078671	
ENSMUSG00000086414	
ENSMUSG00000086414	
ENSMUSG00000078671	
ENSMUSG00000069631	CCDS25550
ENSMUSG00000017000	CCDS17031
ENSMUSG00000106241	
ENSMUSG00000050930	CCDS22780
ENSMUSG00000069631	
ENSMUSG00000057278	CCDS39541
ENSMUSG00000025571	
ENSMUSG00000104202	
ENSMUSG00000078671	
ENSMUSG00000069631	
ENSMUSG00000028834	
ENSMUSG00000026806	CCDS15848
ENSMUSG00000028834	
ENSMUSG00000069539	CCDS36027
ENSMUSG00000078671	
ENSMUSG00000019851	CCDS23714
ENSMUSG00000025503	
ENSMUSG00000108741	
ENSMUSG00000057278	
ENSMUSG00000028834	
ENSMUSG00000026806	
ENSMUSG00000026806	
ENSMUSG00000105278	
ENSMUSG00000025503	CCDS22011
ENSMUSG00000056290	
ENSMUSG00000028834	CCDS38914
ENSMUSG00000069539	
ENSMUSG00000006205	CCDS21908
ENSMUSG00000057278	
ENSMUSG00000056290	
ENSMUSG00000040013	CCDS80426
ENSMUSG00000057278	
ENSMUSG00000056290	
ENSMUSG00000069539	CCDS78881
ENSMUSG00000025503	
ENSMUSG00000082777	
ENSMUSG00000105712	
ENSMUSG00000083065	
ENSMUSG00000025503	
ENSMUSG00000107509	
ENSMUSG00000084204	
ENSMUSG00000069539	
ENSMUSG00000025503	
ENSMUSG00000069539	
ENSMUSG00000106258	
ENSMUSG00000028933	CCDS19135
ENSMUSG00000069539	
ENSMUSG00000006205	
ENSMUSG00000017004	CCDS17032
ENSMUSG00000069539	
ENSMUSG00000111318	
ENSMUSG00000006205	
ENSMUSG00000028933	
ENSMUSG00000073400	CCDS37614
ENSMUSG00000101199	
ENSMUSG00000028933	
ENSMUSG00000006205	
ENSMUSG00000017004	
ENSMUSG00000040013	CCDS19738
ENSMUSG00000101287	
ENSMUSG00000028933	
ENSMUSG00000031394	CCDS30220
ENSMUSG00000056290	CCDS29600
ENSMUSG00000080746	
ENSMUSG00000102242	
ENSMUSG00000040013	CCDS80425
ENSMUSG00000031394	
ENSMUSG00000081593	
ENSMUSG00000056290	
ENSMUSG00000040013	CCDS19738
ENSMUSG00000056290	
ENSMUSG00000102667	
ENSMUSG00000056290	
ENSMUSG00000082676	
ENSMUSG00000031394	
ENSMUSG00000107362	
ENSMUSG00000031394	
ENSMUSG00000031394	
ENSMUSG00000031394	
ENSMUSG00000038305	
ENSMUSG00000038305	
ENSMUSG00000026211	CCDS15077
ENSMUSG00000103473	
ENSMUSG00000081118	
ENSMUSG00000038305	
ENSMUSG00000026211	
ENSMUSG00000046096	
ENSMUSG00000026211	
ENSMUSG00000036894	CCDS17378
ENSMUSG00000019737	CCDS21086
ENSMUSG00000040331	CCDS52415
ENSMUSG00000106092	
ENSMUSG00000046096	
ENSMUSG00000019737	
ENSMUSG00000019737	
ENSMUSG00000040331	
ENSMUSG00000109214	
ENSMUSG00000105837	
ENSMUSG00000105837	
ENSMUSG00000019737	
ENSMUSG00000030029	CCDS20380
ENSMUSG00000026211	
ENSMUSG00000019737	
ENSMUSG00000104549	
ENSMUSG00000046096	CCDS52381
ENSMUSG00000019737	CCDS71929
ENSMUSG00000017002	CCDS17033
ENSMUSG00000046096	
ENSMUSG00000019737	
ENSMUSG00000030029	CCDS20380
ENSMUSG00000026211	
ENSMUSG00000040331	
ENSMUSG00000046096	
ENSMUSG00000019737	
ENSMUSG00000046096	
ENSMUSG00000040331	
ENSMUSG00000017002	
ENSMUSG00000030029	
ENSMUSG00000026211	
ENSMUSG00000019737	
ENSMUSG00000040331	
ENSMUSG00000025650	CCDS40770
ENSMUSG00000078622	CCDS25551
ENSMUSG00000046096	
ENSMUSG00000017002	
ENSMUSG00000038305	CCDS48267
ENSMUSG00000026211	
ENSMUSG00000046096	
ENSMUSG00000040331	
ENSMUSG00000026211	
ENSMUSG00000038305	
ENSMUSG00000078622	
ENSMUSG00000038305	
ENSMUSG00000040331	
ENSMUSG00000025650	
ENSMUSG00000078622	
ENSMUSG00000026211	CCDS78624
ENSMUSG00000019737	
ENSMUSG00000025571	CCDS36381
ENSMUSG00000041220	CCDS38632
ENSMUSG00000025650	
ENSMUSG00000078622	
ENSMUSG00000019737	
ENSMUSG00000030029	
ENSMUSG00000027845	CCDS17695
ENSMUSG00000030029	
ENSMUSG00000019737	
ENSMUSG00000013495	
ENSMUSG00000078622	
ENSMUSG00000030029	
ENSMUSG00000026211	
ENSMUSG00000086769	
ENSMUSG00000019737	
ENSMUSG00000025571	
ENSMUSG00000038305	CCDS35573
ENSMUSG00000030029	CCDS20380
ENSMUSG00000041220	
ENSMUSG00000086769	
ENSMUSG00000025571	
ENSMUSG00000026211	
ENSMUSG00000090104	
ENSMUSG00000038305	
ENSMUSG00000026211	
ENSMUSG00000025571	
ENSMUSG00000041220	CCDS38632
ENSMUSG00000038305	
ENSMUSG00000089978	
ENSMUSG00000038305	
ENSMUSG00000025571	CCDS36381
ENSMUSG00000041220	
ENSMUSG00000052155	CCDS16021
ENSMUSG00000038305	CCDS48267
ENSMUSG00000019737	
ENSMUSG00000041220	
ENSMUSG00000038305	
ENSMUSG00000025650	
ENSMUSG00000052155	
ENSMUSG00000091283	
ENSMUSG00000019737	
ENSMUSG00000025650	
ENSMUSG00000030970	
ENSMUSG00000097754	
ENSMUSG00000044244	CCDS23438
ENSMUSG00000019737	
ENSMUSG00000021874	
ENSMUSG00000081272	
ENSMUSG00000025650	
ENSMUSG00000021874	
ENSMUSG00000025650	
ENSMUSG00000044244	
ENSMUSG00000029203	CCDS39098
ENSMUSG00000027845	CCDS17694
ENSMUSG00000021874	
ENSMUSG00000044244	
ENSMUSG00000013495	CCDS19514
ENSMUSG00000025650	CCDS40770
ENSMUSG00000100301	
ENSMUSG00000031393	CCDS41017
ENSMUSG00000044244	
ENSMUSG00000021874	
ENSMUSG00000099875	
ENSMUSG00000032997	CCDS15074
ENSMUSG00000018651	CCDS25183
ENSMUSG00000027845	CCDS17694
ENSMUSG00000021874	
ENSMUSG00000100301	
ENSMUSG00000021874	
ENSMUSG00000044244	
ENSMUSG00000029203	
ENSMUSG00000100690	
ENSMUSG00000027845	
ENSMUSG00000013495	CCDS19514
ENSMUSG00000018651	
ENSMUSG00000044244	
ENSMUSG00000031393	CCDS41016
ENSMUSG00000101344	
ENSMUSG00000027845	
ENSMUSG00000018651	
ENSMUSG00000013495	CCDS19514
ENSMUSG00000027845	
ENSMUSG00000032997	CCDS15075
ENSMUSG00000018651	
ENSMUSG00000018651	
ENSMUSG00000031393	
ENSMUSG00000013495	
ENSMUSG00000027845	
ENSMUSG00000031393	
ENSMUSG00000013495	
ENSMUSG00000032997	
ENSMUSG00000102006	
ENSMUSG00000027845	
ENSMUSG00000031393	
ENSMUSG00000032997	
ENSMUSG00000029203	
ENSMUSG00000029203	CCDS80289
ENSMUSG00000111351	
ENSMUSG00000031393	CCDS41017
ENSMUSG00000032997	
ENSMUSG00000102488	
ENSMUSG00000029203	
ENSMUSG00000084997	
ENSMUSG00000060407	
ENSMUSG00000029203	
ENSMUSG00000074785	CCDS48676
ENSMUSG00000083584	
ENSMUSG00000074785	
ENSMUSG00000049848	CCDS20915
ENSMUSG00000046959	CCDS19517
ENSMUSG00000068182	
ENSMUSG00000074785	
ENSMUSG00000084997	
ENSMUSG00000100913	
ENSMUSG00000030315	
ENSMUSG00000029203	
ENSMUSG00000068182	
ENSMUSG00000046959	CCDS80355
ENSMUSG00000029203	
ENSMUSG00000074785	
ENSMUSG00000098208	
ENSMUSG00000029203	
ENSMUSG00000046959	
ENSMUSG00000029203	
ENSMUSG00000085314	
ENSMUSG00000046959	CCDS19517
ENSMUSG00000029203	
ENSMUSG00000060407	CCDS21009
ENSMUSG00000006007	CCDS15354
ENSMUSG00000107102	
ENSMUSG00000006007	
ENSMUSG00000017007	
ENSMUSG00000051703	CCDS15076
ENSMUSG00000006007	
ENSMUSG00000006007	CCDS15354
ENSMUSG00000019359	
ENSMUSG00000051703	
ENSMUSG00000099447	
ENSMUSG00000019359	
ENSMUSG00000051703	CCDS15076
ENSMUSG00000031098	
ENSMUSG00000102990	
ENSMUSG00000031098	
ENSMUSG00000051703	
ENSMUSG00000087496	
ENSMUSG00000028978	
ENSMUSG00000003031	CCDS20642
ENSMUSG00000028978	CCDS19117
ENSMUSG00000030315	CCDS20436
ENSMUSG00000030315	
ENSMUSG00000026605	CCDS35820
ENSMUSG00000030315	
ENSMUSG00000025223	
ENSMUSG00000026605	
ENSMUSG00000030315	
ENSMUSG00000003031	CCDS20642
ENSMUSG00000026605	
ENSMUSG00000030315	
ENSMUSG00000026605	
ENSMUSG00000003031	CCDS20642
ENSMUSG00000030315	
ENSMUSG00000070388	CCDS36214
ENSMUSG00000108830	
ENSMUSG00000026605	
ENSMUSG00000026605	
ENSMUSG00000103374	
ENSMUSG00000017007	CCDS17035
ENSMUSG00000083186	
ENSMUSG00000015846	
ENSMUSG00000031851	CCDS22781
ENSMUSG00000025223	CCDS29870
ENSMUSG00000085836	
ENSMUSG00000031851	CCDS80944
ENSMUSG00000002319	CCDS27121
ENSMUSG00000017007	
ENSMUSG00000036792	
ENSMUSG00000032564	
ENSMUSG00000084238	
ENSMUSG00000036792	
ENSMUSG00000025223	CCDS29870
ENSMUSG00000031851	
ENSMUSG00000032564	
ENSMUSG00000091570	
ENSMUSG00000019359	CCDS30306
ENSMUSG00000031851	
ENSMUSG00000090459	
ENSMUSG00000031851	
ENSMUSG00000019359	CCDS30306
ENSMUSG00000031851	
ENSMUSG00000030970	CCDS52417
ENSMUSG00000031851	
ENSMUSG00000038295	CCDS39027
ENSMUSG00000025223	CCDS50455
ENSMUSG00000031851	
ENSMUSG00000019359	
ENSMUSG00000025223	
ENSMUSG00000038295	
ENSMUSG00000038295	
ENSMUSG00000025223	
ENSMUSG00000021911	
ENSMUSG00000025223	
ENSMUSG00000030649	
ENSMUSG00000004815	CCDS19515
ENSMUSG00000025223	CCDS50455
ENSMUSG00000030649	
ENSMUSG00000032264	CCDS23161
ENSMUSG00000027048	CCDS16090
ENSMUSG00000032264	
ENSMUSG00000002319	
ENSMUSG00000027048	CCDS16090
ENSMUSG00000032264	
ENSMUSG00000002319	
ENSMUSG00000027048	
ENSMUSG00000002319	
ENSMUSG00000031098	CCDS22030
ENSMUSG00000002319	
ENSMUSG00000027048	
ENSMUSG00000020890	CCDS24887
ENSMUSG00000099960	
ENSMUSG00000035845	
ENSMUSG00000002319	
ENSMUSG00000083592	
ENSMUSG00000002319	
ENSMUSG00000020890	CCDS24887
ENSMUSG00000103263	
ENSMUSG00000086819	
ENSMUSG00000018507	
ENSMUSG00000031098	CCDS72071
ENSMUSG00000099451	
ENSMUSG00000000303	CCDS22638
ENSMUSG00000020890	
ENSMUSG00000028759	
ENSMUSG00000031098	CCDS72071
ENSMUSG00000030649	
ENSMUSG00000036792	CCDS71051
ENSMUSG00000020890	CCDS24887
ENSMUSG00000104180	
ENSMUSG00000002319	
ENSMUSG00000030649	CCDS21518
ENSMUSG00000015846	CCDS15830
ENSMUSG00000002319	
ENSMUSG00000100762	
ENSMUSG00000036792	
ENSMUSG00000031098	
ENSMUSG00000002319	
ENSMUSG00000002319	
ENSMUSG00000031098	CCDS72070
ENSMUSG00000015846	CCDS71011
ENSMUSG00000030649	
ENSMUSG00000002319	
ENSMUSG00000034194	CCDS49533
ENSMUSG00000036792	
ENSMUSG00000002319	
ENSMUSG00000031098	
ENSMUSG00000104489	
ENSMUSG00000100405	
ENSMUSG00000015846	CCDS71011
ENSMUSG00000000303	
ENSMUSG00000030649	CCDS80760
ENSMUSG00000036792	
ENSMUSG00000034194	CCDS49533
ENSMUSG00000028759	
ENSMUSG00000036792	
ENSMUSG00000031098	
ENSMUSG00000034194	
ENSMUSG00000000303	CCDS22638
ENSMUSG00000030649	
ENSMUSG00000028759	
ENSMUSG00000031098	
ENSMUSG00000036792	
ENSMUSG00000034194	
ENSMUSG00000028759	
ENSMUSG00000030649	CCDS80762
ENSMUSG00000031098	
ENSMUSG00000034194	
ENSMUSG00000034194	
ENSMUSG00000015846	
ENSMUSG00000030970	
ENSMUSG00000028759	
ENSMUSG00000032564	CCDS23461
ENSMUSG00000030649	CCDS21518
ENSMUSG00000030889	
ENSMUSG00000015846	CCDS15830
ENSMUSG00000032564	
ENSMUSG00000028759	
ENSMUSG00000030649	
ENSMUSG00000097480	
ENSMUSG00000032564	
ENSMUSG00000041718	CCDS30456
ENSMUSG00000028759	
ENSMUSG00000030649	
ENSMUSG00000032564	
ENSMUSG00000030649	
ENSMUSG00000036792	CCDS38122
ENSMUSG00000107492	
ENSMUSG00000028759	
ENSMUSG00000030970	CCDS21930
ENSMUSG00000030649	
ENSMUSG00000107730	
ENSMUSG00000036792	
ENSMUSG00000028759	
ENSMUSG00000030649	
ENSMUSG00000036792	
ENSMUSG00000030649	
ENSMUSG00000028759	
ENSMUSG00000030970	
ENSMUSG00000044757	
ENSMUSG00000030649	CCDS21518
ENSMUSG00000100454	
ENSMUSG00000030970	
ENSMUSG00000028759	
ENSMUSG00000036792	
ENSMUSG00000098318	
ENSMUSG00000036792	
ENSMUSG00000098318	
ENSMUSG00000098318	
ENSMUSG00000036792	
ENSMUSG00000098318	
ENSMUSG00000036792	
ENSMUSG00000098318	
ENSMUSG00000023026	CCDS49731
ENSMUSG00000080937	
ENSMUSG00000035845	CCDS49694
ENSMUSG00000023026	
ENSMUSG00000030970	
ENSMUSG00000100525	
ENSMUSG00000030970	
ENSMUSG00000023026	
ENSMUSG00000030970	
ENSMUSG00000028759	CCDS38927
ENSMUSG00000023026	CCDS27831
ENSMUSG00000030970	
ENSMUSG00000035845	CCDS27732
ENSMUSG00000030970	
ENSMUSG00000028759	CCDS51334
ENSMUSG00000028759	CCDS38927
ENSMUSG00000035845	
ENSMUSG00000018507	CCDS24827
ENSMUSG00000030889	CCDS40112
ENSMUSG00000083025	
ENSMUSG00000030970	
ENSMUSG00000018507	
ENSMUSG00000030970	
ENSMUSG00000018507	CCDS24827
ENSMUSG00000030889	CCDS40112
ENSMUSG00000081490	
ENSMUSG00000030970	
ENSMUSG00000090674	
ENSMUSG00000018507	
ENSMUSG00000030970	
ENSMUSG00000030889	
ENSMUSG00000030970	
ENSMUSG00000030889	
ENSMUSG00000030889	
ENSMUSG00000016995	
ENSMUSG00000030970	
ENSMUSG00000016995	
ENSMUSG00000030889	
ENSMUSG00000097984	
ENSMUSG00000030970	
ENSMUSG00000030889	CCDS40112
ENSMUSG00000030970	
ENSMUSG00000032289	CCDS40661
ENSMUSG00000043880	
ENSMUSG00000030970	
ENSMUSG00000016995	CCDS17034
ENSMUSG00000043880	
ENSMUSG00000002320	CCDS27122
ENSMUSG00000004815	
ENSMUSG00000043880	CCDS24737
ENSMUSG00000032289	CCDS23256
ENSMUSG00000016995	CCDS17034
ENSMUSG00000002320	CCDS27122
ENSMUSG00000032289	
ENSMUSG00000032289	
ENSMUSG00000002320	
ENSMUSG00000016995	
ENSMUSG00000032289	
ENSMUSG00000002320	CCDS27122
ENSMUSG00000032289	CCDS40661
ENSMUSG00000002320	
ENSMUSG00000094117	
ENSMUSG00000111296	
ENSMUSG00000044551	CCDS36967
ENSMUSG00000002320	CCDS27122
ENSMUSG00000111065	
ENSMUSG00000044551	CCDS49535
ENSMUSG00000002083	
ENSMUSG00000002320	
ENSMUSG00000044551	
ENSMUSG00000002320	
ENSMUSG00000105499	
ENSMUSG00000044551	
ENSMUSG00000002320	
ENSMUSG00000044551	
ENSMUSG00000002320	
ENSMUSG00000004815	
ENSMUSG00000002320	
ENSMUSG00000002083	CCDS20847
ENSMUSG00000002320	
ENSMUSG00000001827	CCDS21517
ENSMUSG00000004815	
ENSMUSG00000002320	
ENSMUSG00000002083	
ENSMUSG00000002083	
ENSMUSG00000004815	
ENSMUSG00000053483	CCDS35774
ENSMUSG00000004815	
ENSMUSG00000021848	CCDS49473
ENSMUSG00000004815	
ENSMUSG00000004815	
ENSMUSG00000111061	
ENSMUSG00000053483	CCDS35774
ENSMUSG00000004815	
ENSMUSG00000041718	
ENSMUSG00000004815	
ENSMUSG00000111317	
ENSMUSG00000021911	
ENSMUSG00000053483	
ENSMUSG00000017009	CCDS17036
ENSMUSG00000004815	
ENSMUSG00000040473	CCDS19075
ENSMUSG00000042228	CCDS51109
ENSMUSG00000111284	
ENSMUSG00000053483	
ENSMUSG00000037124	CCDS24738
ENSMUSG00000017009	
ENSMUSG00000036770	
ENSMUSG00000041718	
ENSMUSG00000040473	
ENSMUSG00000053483	
ENSMUSG00000041718	
ENSMUSG00000053483	
ENSMUSG00000021848	CCDS49473
ENSMUSG00000041718	
ENSMUSG00000036770	
ENSMUSG00000073838	CCDS21830
ENSMUSG00000021911	
ENSMUSG00000042228	CCDS17939
ENSMUSG00000053483	
ENSMUSG00000053483	
ENSMUSG00000041718	
ENSMUSG00000042228	
ENSMUSG00000021911	CCDS36865
ENSMUSG00000040473	
ENSMUSG00000053483	
ENSMUSG00000042228	
ENSMUSG00000040473	
ENSMUSG00000041718	
ENSMUSG00000053483	
ENSMUSG00000040473	
ENSMUSG00000053483	
ENSMUSG00000040473	
ENSMUSG00000036770	
ENSMUSG00000053483	
ENSMUSG00000021911	
ENSMUSG00000036770	
ENSMUSG00000041718	
ENSMUSG00000040473	
ENSMUSG00000001827	CCDS21517
ENSMUSG00000021848	CCDS70575
ENSMUSG00000040473	
ENSMUSG00000041718	
ENSMUSG00000073838	CCDS52398
ENSMUSG00000036770	CCDS50525
ENSMUSG00000041718	
ENSMUSG00000040473	
ENSMUSG00000041718	
ENSMUSG00000073838	
ENSMUSG00000021848	
ENSMUSG00000073838	
ENSMUSG00000041718	
ENSMUSG00000040473	
ENSMUSG00000042323	
ENSMUSG00000041718	
ENSMUSG00000021911	
ENSMUSG00000073838	
ENSMUSG00000021848	
ENSMUSG00000041718	
ENSMUSG00000040473	
ENSMUSG00000021911	
ENSMUSG00000073838	
ENSMUSG00000040473	
ENSMUSG00000021911	
ENSMUSG00000021848	
ENSMUSG00000080922	
ENSMUSG00000021911	
ENSMUSG00000021848	
ENSMUSG00000021911	
ENSMUSG00000047150	CCDS28849
ENSMUSG00000021848	
ENSMUSG00000025544	CCDS27345
ENSMUSG00000042323	
ENSMUSG00000040268	
ENSMUSG00000042323	
ENSMUSG00000028961	CCDS38974
ENSMUSG00000047150	
ENSMUSG00000025544	
ENSMUSG00000040268	
ENSMUSG00000025544	
ENSMUSG00000028961	
ENSMUSG00000047150	
ENSMUSG00000040268	
ENSMUSG00000042323	
ENSMUSG00000047150	
ENSMUSG00000066538	
ENSMUSG00000026331	CCDS35677
ENSMUSG00000040268	
ENSMUSG00000028961	
ENSMUSG00000040268	
ENSMUSG00000026331	
ENSMUSG00000028961	
ENSMUSG00000098212	
ENSMUSG00000028961	
ENSMUSG00000040268	CCDS21907
ENSMUSG00000028211	CCDS17964
ENSMUSG00000001827	CCDS21517
ENSMUSG00000098025	
ENSMUSG00000019984	CCDS48522
ENSMUSG00000040268	
ENSMUSG00000107787	
ENSMUSG00000042323	
ENSMUSG00000001827	CCDS21517
ENSMUSG00000034382	
ENSMUSG00000028211	
ENSMUSG00000040268	
ENSMUSG00000042323	
ENSMUSG00000052676	
ENSMUSG00000028211	
ENSMUSG00000052676	
ENSMUSG00000042323	
ENSMUSG00000028211	
ENSMUSG00000040268	
ENSMUSG00000052676	
ENSMUSG00000042323	
ENSMUSG00000040268	
ENSMUSG00000098923	CCDS69932
ENSMUSG00000062128	CCDS25006
ENSMUSG00000062270	CCDS23400
ENSMUSG00000052676	CCDS41126
ENSMUSG00000034382	CCDS50131
ENSMUSG00000040268	
ENSMUSG00000062128	CCDS25006
ENSMUSG00000042323	
ENSMUSG00000098923	
ENSMUSG00000103261	
ENSMUSG00000040268	
ENSMUSG00000062270	CCDS52885
ENSMUSG00000042323	
ENSMUSG00000109893	
ENSMUSG00000108637	
ENSMUSG00000098447	
ENSMUSG00000099422	
ENSMUSG00000099422	
ENSMUSG00000001827	CCDS21517
ENSMUSG00000019984	
ENSMUSG00000099422	
ENSMUSG00000099422	
ENSMUSG00000098115	
ENSMUSG00000033792	CCDS53169
ENSMUSG00000001827	
ENSMUSG00000099422	
ENSMUSG00000042323	
ENSMUSG00000043257	CCDS18755
ENSMUSG00000019984	
ENSMUSG00000107519	
ENSMUSG00000045503	
ENSMUSG00000042323	
ENSMUSG00000102715	
ENSMUSG00000108849	
ENSMUSG00000102715	
ENSMUSG00000042323	
ENSMUSG00000033792	CCDS41097
ENSMUSG00000043257	CCDS51322
ENSMUSG00000076596	
ENSMUSG00000098084	
ENSMUSG00000102895	
ENSMUSG00000062270	
ENSMUSG00000019984	CCDS35871
ENSMUSG00000002227	
ENSMUSG00000042323	
ENSMUSG00000033792	
ENSMUSG00000062270	
ENSMUSG00000001827	
ENSMUSG00000103745	
ENSMUSG00000041144	
ENSMUSG00000043257	
ENSMUSG00000098214	
ENSMUSG00000019984	
ENSMUSG00000042323	
ENSMUSG00000001827	
ENSMUSG00000019984	
ENSMUSG00000033540	CCDS19516
ENSMUSG00000042323	
ENSMUSG00000030862	
ENSMUSG00000033792	
ENSMUSG00000001827	
ENSMUSG00000107898	
ENSMUSG00000019984	
ENSMUSG00000062270	
ENSMUSG00000042323	CCDS36851
ENSMUSG00000076596	
ENSMUSG00000021697	CCDS26762
ENSMUSG00000001827	
ENSMUSG00000019984	
ENSMUSG00000062270	
ENSMUSG00000062270	
ENSMUSG00000001827	
ENSMUSG00000108104	
ENSMUSG00000019984	
ENSMUSG00000021697	
ENSMUSG00000108184	
ENSMUSG00000062270	
ENSMUSG00000021697	CCDS26762
ENSMUSG00000001827	
ENSMUSG00000033752	CCDS38464
ENSMUSG00000058351	
ENSMUSG00000019984	
ENSMUSG00000100812	
ENSMUSG00000021697	
ENSMUSG00000108942	
ENSMUSG00000062270	
ENSMUSG00000033540	
ENSMUSG00000001827	
ENSMUSG00000058351	
ENSMUSG00000062270	
ENSMUSG00000069825	CCDS36219
ENSMUSG00000001827	
ENSMUSG00000062270	
ENSMUSG00000108682	
ENSMUSG00000002227	
ENSMUSG00000058351	
ENSMUSG00000001827	
ENSMUSG00000045435	CCDS19101
ENSMUSG00000103322	
ENSMUSG00000069825	
ENSMUSG00000021697	
ENSMUSG00000062270	
ENSMUSG00000101731	
ENSMUSG00000021697	
ENSMUSG00000058351	
ENSMUSG00000001827	
ENSMUSG00000045435	
ENSMUSG00000101731	
ENSMUSG00000033540	
ENSMUSG00000033540	CCDS71635
ENSMUSG00000002227	
ENSMUSG00000089759	
ENSMUSG00000089759	
ENSMUSG00000002227	
ENSMUSG00000033540	
ENSMUSG00000089759	
ENSMUSG00000098015	
ENSMUSG00000098015	
ENSMUSG00000002227	
ENSMUSG00000095928	
ENSMUSG00000094999	
ENSMUSG00000033540	
ENSMUSG00000094999	
ENSMUSG00000030862	CCDS21921
ENSMUSG00000002227	
ENSMUSG00000095928	CCDS28253
ENSMUSG00000080977	
ENSMUSG00000033540	
ENSMUSG00000002227	
ENSMUSG00000045503	CCDS50793
ENSMUSG00000014778	
ENSMUSG00000033540	CCDS19516
ENSMUSG00000030862	
ENSMUSG00000095277	
ENSMUSG00000045503	
ENSMUSG00000030862	
ENSMUSG00000030862	
ENSMUSG00000045503	
ENSMUSG00000006218	CCDS38938
ENSMUSG00000002227	CCDS38579
ENSMUSG00000079507	
ENSMUSG00000002227	CCDS51033
ENSMUSG00000045503	
ENSMUSG00000050100	CCDS21918
ENSMUSG00000045503	CCDS50793
ENSMUSG00000045503	CCDS50793
ENSMUSG00000041791	
ENSMUSG00000101495	
ENSMUSG00000041791	CCDS20672
ENSMUSG00000050100	CCDS21918
ENSMUSG00000079507	
ENSMUSG00000108251	
ENSMUSG00000039968	
ENSMUSG00000110496	
ENSMUSG00000042677	CCDS18638
ENSMUSG00000032202	CCDS23335
ENSMUSG00000079507	CCDS50086
ENSMUSG00000039968	
ENSMUSG00000087348	
ENSMUSG00000039968	
ENSMUSG00000017720	CCDS71189
ENSMUSG00000042677	
ENSMUSG00000044716	
ENSMUSG00000039968	CCDS39020
ENSMUSG00000032202	CCDS23335
ENSMUSG00000014778	CCDS22600
ENSMUSG00000032202	
ENSMUSG00000087010	
ENSMUSG00000056367	CCDS80232
ENSMUSG00000101013	
ENSMUSG00000044716	
ENSMUSG00000014778	
ENSMUSG00000032202	
ENSMUSG00000052974	CCDS21010
ENSMUSG00000044716	
ENSMUSG00000014778	
ENSMUSG00000098468	
ENSMUSG00000026761	CCDS16022
ENSMUSG00000052974	
ENSMUSG00000052974	
ENSMUSG00000026805	CCDS15849
ENSMUSG00000056367	CCDS19136
ENSMUSG00000078439	CCDS35998
ENSMUSG00000086868	
ENSMUSG00000026805	
ENSMUSG00000056367	
ENSMUSG00000044716	CCDS19224
ENSMUSG00000064307	CCDS52332
ENSMUSG00000078439	
ENSMUSG00000026792	CCDS15935
ENSMUSG00000064307	
ENSMUSG00000056973	CCDS22528
ENSMUSG00000078439	
ENSMUSG00000026805	CCDS15849
