Gene ID	Associated Gene Name	EntrezGene ID	Version (gene)
ENSG00000272970	RP11-329B9.4	100505710	1
ENSG00000267697	LUZP6	767558	1
ENSG00000256292	RP11-955H22.1		1
ENSG00000255860	RP11-807H22.6		2
ENSG00000273403	RP11-329B9.3		1
ENSG00000260617	RP5-1142A6.7		1
ENSG00000272523	LINC01023	100652853	1
ENSG00000135473	PAN2	9924	10
ENSG00000272922	RP11-329B9.5		1
ENSG00000182376	RP5-1142A6.8	339059	2
ENSG00000230083	AC009237.13		1
ENSG00000229433	RP11-329B9.1	101928992	1
ENSG00000169604	ANTXR1	84168	15
ENSG00000223637	RBMY2EP	159125	3
ENSG00000228286	AP000593.5		2
ENSG00000237089	PCNPP4		2
ENSG00000115507	OTX1	5013	5
ENSG00000213365	AP000593.6		3
ENSG00000177335	C8orf31	286122	6
ENSG00000224775	BRAFP1		2
ENSG00000259881	RP11-830F9.5		1
ENSG00000066468	FGFR2	2263	16
ENSG00000258809	CTD-2555O16.1		1
ENSG00000011007	TCEB3	6924	8
ENSG00000249921	CTC-329H14.1		2
ENSG00000255843	AP000593.7		1
ENSG00000215373	FAM90A5P		3
ENSG00000123977	DAW1	164781	5
ENSG00000228517	CT47A7	100507170	2
ENSG00000228517	CT47A7	728096	2
ENSG00000228517	CT47A7	728090	2
ENSG00000228517	CT47A7	728082	2
ENSG00000228517	CT47A7	728075	2
ENSG00000228517	CT47A7	728072	2
ENSG00000228517	CT47A7	728062	2
ENSG00000228517	CT47A7	728049	2
ENSG00000228517	CT47A7	728042	2
ENSG00000228517	CT47A7	728036	2
ENSG00000228517	CT47A7	653282	2
ENSG00000228517	CT47A7	255313	2
ENSG00000169926	KLF13	51621	5
ENSG00000201565	Y_RNA		1
ENSG00000271511	RP11-712C19.1		1
ENSG00000143369	ECM1	1893	10
ENSG00000151303	AGAP11		11
ENSG00000256739	RP11-45F15.1		1
ENSG00000236026	AC009237.14		1
ENSG00000183273	CCDC60	160777	2
ENSG00000258824	CTD-2555O16.2		2
ENSG00000261226	RP11-830F9.7		1
ENSG00000255672	RP11-45F15.2		1
ENSG00000106610	STAG3L4	64940	10
ENSG00000272909	CTD-2555O16.4		1
ENSG00000272508	RP11-96C23.14		1
ENSG00000256403	RP11-7N14.1		1
ENSG00000259989	CTD-2555A7.1		1
ENSG00000272828	CTD-2555O16.3		1
ENSG00000237408	AP005019.3		1
ENSG00000181072	CHRM2	1129	7
ENSG00000256982	CTD-2555A7.2		1
ENSG00000135956	TMEM127	55654	4
ENSG00000163486	SRGAP2	653464	8
ENSG00000163486	SRGAP2	647135	8
ENSG00000163486	SRGAP2	23380	8
ENSG00000238048	AP005019.4		1
ENSG00000214819	CDRT15L2	256223	1
ENSG00000110077	MS4A6A	64231	10
ENSG00000261546	CTD-2555A7.3		1
ENSG00000207176	Y_RNA		1
ENSG00000250383	CTD-2197I11.1		1
ENSG00000253063	RNU6-494P		1
ENSG00000180422	LINC00304	283860	3
ENSG00000271003	RP11-440D17.1		1
ENSG00000257643	RP11-278C7.2		1
ENSG00000115145	STAM2	10254	5
ENSG00000214397	DKFZP779J2370		2
ENSG00000253250	C8orf88	100127983	2
ENSG00000201563	Y_RNA		1
ENSG00000215105	TTC3P1		3
ENSG00000259116	RP11-973N13.4		1
ENSG00000243477	NAT6	24142	1
ENSG00000141219	C17orf80	55028	11
ENSG00000257511	RP11-278C7.1		1
ENSG00000244743	RP11-8P13.1		1
ENSG00000259363	CTD-2054N24.2		1
ENSG00000233063	SAR1AP4		2
ENSG00000207404	Y_RNA		1
ENSG00000257316	RP11-267D19.2		1
ENSG00000270193	RP11-440D17.2		1
ENSG00000182050	MGAT4C	25834	9
ENSG00000196277	GRM7	100996542	11
ENSG00000196277	GRM7	2917	11
ENSG00000205212	CCDC144NL	339184	3
ENSG00000250441	RP11-47F1.1		1
ENSG00000226753	RP11-212D3.2		1
ENSG00000204699	UBTFL3		3
ENSG00000233295	FAM90A20P		3
ENSG00000079308	TNS1	7145	12
ENSG00000237957	CT47A5	100507170	3
ENSG00000237957	CT47A5	728096	3
ENSG00000237957	CT47A5	728090	3
ENSG00000237957	CT47A5	728082	3
ENSG00000237957	CT47A5	728075	3
ENSG00000237957	CT47A5	728072	3
ENSG00000237957	CT47A5	728062	3
ENSG00000237957	CT47A5	728049	3
ENSG00000237957	CT47A5	728042	3
ENSG00000237957	CT47A5	728036	3
ENSG00000237957	CT47A5	653282	3
ENSG00000237957	CT47A5	255313	3
ENSG00000206593	RNU6-47P		1
ENSG00000117408	IPO13	9670	6
ENSG00000176857	GJA1P1		4
ENSG00000255752	AL451105.1		1
ENSG00000227804	PPP1R10	5514	3
ENSG00000261667	RP11-520P18.5	101928108	1
ENSG00000169918	OTUD7A	161725	5
ENSG00000259160	RP11-973N13.5		1
ENSG00000229215	HLA-A	3105	4
ENSG00000102854	MSLN	10232	10
ENSG00000235959	AC009237.17		1
ENSG00000137463	MGARP	84709	4
ENSG00000259076	RP11-973N13.3		1
ENSG00000249476	CTD-2587M2.1	285638	1
ENSG00000176531	PHLDB3	653583	6
ENSG00000223358	EHHADH-AS1	339926	1
ENSG00000176956	LY6H	4062	8
ENSG00000136295	TTYH3	80727	10
ENSG00000236750	AC009237.16		1
ENSG00000140470	ADAMTS17	170691	9
ENSG00000248867	CTD-2128F4.1		1
ENSG00000257093	KIAA1147	57189	2
ENSG00000264813	ACE		1
ENSG00000102054	RBBP7	5931	13
ENSG00000255498	RP11-618K13.2		1
ENSG00000235584	AC008268.1	101926959	2
ENSG00000226854	RP11-212D3.4		1
ENSG00000263539	AC024475.1		1
ENSG00000254653	RP11-702F3.1		1
ENSG00000168619	ADAM18	8749	11
ENSG00000232332	RP3-481A17.1		1
ENSG00000144134	RABL2A	11159	14
ENSG00000251367	RP11-231G15.2		1
ENSG00000057757	PITHD1	57095	5
ENSG00000254871	RP11-702F3.2		1
ENSG00000255314	RP11-702F3.3	101928894	1
ENSG00000237510	AC008268.2		3
ENSG00000169813	HNRNPF	3185	12
ENSG00000155099	TMEM55A	55529	3
ENSG00000008324	SS18L2	51188	6
ENSG00000215374	FAM66B	100128890	5
ENSG00000222489	SNORA79		1
ENSG00000188372	ZP3	7784	10
ENSG00000238344	SNORD126	100113391	1
ENSG00000255269	RP11-702F3.4		1
ENSG00000259001	RPPH1	85495	2
ENSG00000039139	DNAH5	1767	9
ENSG00000254639	CTD-2589M5.5		1
ENSG00000255007	CTD-2589M5.4		1
ENSG00000264102	MIR4688	100616368	1
ENSG00000259010	RP11-973N13.2		1
ENSG00000237252	RP11-322A17.1		1
ENSG00000254846	RP11-203M5.2		1
ENSG00000145439	CBR4	84869	7
ENSG00000244313	RP11-425L10.1		2
ENSG00000186575	NF2	4771	13
ENSG00000206034	DEFB109P1B	641517	1
ENSG00000200225	RNA5SP382		1
ENSG00000173991	TCAP	8557	5
ENSG00000248876	RP11-231G15.3		1
ENSG00000263155	MYZAP	100820829	1
ENSG00000259162	RP11-203M5.6		1
ENSG00000261465	RP11-626G11.5		2
ENSG00000256571	RP11-274J7.2		1
ENSG00000248440	RP11-231G15.1		1
ENSG00000265014	MIR3160-1	100422827	1
ENSG00000265014	MIR3160-1	100422825	1
ENSG00000120071	KANSL1	101929776	8
ENSG00000120071	KANSL1	284058	8
ENSG00000263540	MIR5582	100847020	1
ENSG00000256399	RP11-274J7.3		1
ENSG00000214794	KRT18P42		4
ENSG00000252427	SNORD67		1
ENSG00000212135	SNORD67	692108	1
ENSG00000255780	RP11-1029F8.1		1
ENSG00000154611	PSMA8	143471	10
ENSG00000247675	LRP4-AS1	100507401	2
ENSG00000266090	AC012603.1		1
ENSG00000271849	CTC-332L22.1		1
ENSG00000202512	RN7SKP230		1
ENSG00000271350	CTD-2384B9.1		1
ENSG00000273419	RP4-751H13.7		1
ENSG00000232931	LINC00342		1
ENSG00000159256	MORC3	23515	8
ENSG00000255520	RP11-390K5.3		1
ENSG00000261357	RP11-626G11.1		1
ENSG00000229704	EIF2S2P2		1
ENSG00000241127	YAE1D1	57002	3
ENSG00000270060	RP11-390K5.6		1
ENSG00000204934	ATP6V0E2-AS1	401431	6
ENSG00000260430	RP11-626G11.4		1
ENSG00000264614	MIR5588	100847054	1
ENSG00000172568	FNDC9	408263	4
ENSG00000243802	RP11-390K5.1		2
ENSG00000229638	RPL4P4		1
ENSG00000261759	RP11-626G11.3		1
ENSG00000249068	CTC-287O8.1		1
ENSG00000266540	RN7SL772P		1
ENSG00000239146	snoU13		1
ENSG00000005059	CCDC109B	55013	11
ENSG00000124422	USP22	23326	7
ENSG00000253224	PGAM5P1	100289673	1
ENSG00000256897	RP11-17G12.2		1
ENSG00000249459	ZNF286B	729288	4
ENSG00000221436	MIR548F3	100302159	1
ENSG00000256746	RP11-17G12.3	101928943	1
ENSG00000243039	RN7SL210P		2
ENSG00000207177	SNORA51		1
ENSG00000109390	NDUFC1	4717	7
ENSG00000141744	PNMT	5409	3
ENSG00000231584	FAHD2CP	729234	4
ENSG00000255197	RP11-750H9.5		1
ENSG00000008083	JARID2	3720	9
ENSG00000213361	RP4-778K6.1		2
ENSG00000226023	CT47A6	100507170	2
ENSG00000226023	CT47A6	728096	2
ENSG00000226023	CT47A6	728090	2
ENSG00000226023	CT47A6	728082	2
ENSG00000226023	CT47A6	728075	2
ENSG00000226023	CT47A6	728072	2
ENSG00000226023	CT47A6	728062	2
ENSG00000226023	CT47A6	728049	2
ENSG00000226023	CT47A6	728042	2
ENSG00000226023	CT47A6	728036	2
ENSG00000226023	CT47A6	653282	2
ENSG00000226023	CT47A6	255313	2
ENSG00000244490	RWDD4P1		1
ENSG00000125885	MCM8	84515	9
ENSG00000264257	KIR3DP1		1
ENSG00000242154	RP4-778K6.3		1
ENSG00000199308	RNU6-222P		1
ENSG00000064607	SUGP2	10147	12
ENSG00000224910	AC002115.5		1
ENSG00000174080	CTSF	8722	6
ENSG00000268734	CTB-61M7.2		1
ENSG00000201179	RNU6-1322P		1
ENSG00000258515	RP11-203M5.7		1
ENSG00000267502	CTC-550B14.8		1
ENSG00000223886	RP11-251G23.2		3
ENSG00000267626	AC002115.9		1
ENSG00000101152	DNAJC5	80331	6
ENSG00000258908	RP11-203M5.8		1
ENSG00000243494	CTC-550B14.1		1
ENSG00000266455	RN7SL765P		1
ENSG00000272604	RP11-251G23.5		1
ENSG00000258456	PTCD2P1		2
ENSG00000226510	UPK1A-AS1	100862728	1
ENSG00000258863	SETP1		1
ENSG00000231167	YBX1P2		3
ENSG00000267190	AC002314.4		1
ENSG00000273293	RP11-445N20.3		1
ENSG00000230594	CT47A4	100507170	2
ENSG00000230594	CT47A4	728096	2
ENSG00000230594	CT47A4	728090	2
ENSG00000230594	CT47A4	728082	2
ENSG00000230594	CT47A4	728075	2
ENSG00000230594	CT47A4	728072	2
ENSG00000230594	CT47A4	728062	2
ENSG00000230594	CT47A4	728049	2
ENSG00000230594	CT47A4	728042	2
ENSG00000230594	CT47A4	728036	2
ENSG00000230594	CT47A4	653282	2
ENSG00000230594	CT47A4	255313	2
ENSG00000273011	RP11-728K20.3		1
ENSG00000142700	DMRTA2	63950	7
ENSG00000265910	AC090559.2		1
ENSG00000205015	RP11-46C24.3	400558	1
ENSG00000258573	RP11-14J7.6	254028	1
ENSG00000264583	MIR4487	100616222	1
ENSG00000226624	CTA-351J1.1		1
ENSG00000252327	RNU6-1302P		1
ENSG00000265467	AC090559.1		1
ENSG00000242562	DCAF13P1		1
ENSG00000259877	RP11-46C24.7		1
ENSG00000270072	RP11-750H9.7		1
ENSG00000267265	CTC-550B14.7		1
ENSG00000260659	RP11-46C24.6		1
ENSG00000201796	RNU6-392P		1
ENSG00000265559	RN7SL652P		1
ENSG00000273320	RP11-22N19.2		1
ENSG00000200376	RNU5E-10P		1
ENSG00000260637	RP11-46C24.5		1
ENSG00000115155	OTOF	9381	12
ENSG00000223187	Y_RNA		1
ENSG00000260279	AC137932.5		1
ENSG00000200090	Y_RNA		1
ENSG00000243438	LARP1BP2		1
ENSG00000264729	RP11-219A15.2		1
ENSG00000136449	MYCBPAP	84073	9
ENSG00000252447	snoU13		1
ENSG00000105663	KMT2B		10
ENSG00000206491	PRR3	80742	8
ENSG00000271543	RP11-692M12.5		1
ENSG00000267149	CTC-550B14.6		2
ENSG00000264892	RP11-219A15.3		1
ENSG00000252941	RNA5SP340		1
ENSG00000111452	GPR133	283383	8
ENSG00000243797	CTB-111H14.1		2
ENSG00000261253	AC137932.6		1
ENSG00000252874	Y_RNA		1
ENSG00000011009	LYPLA2	11313	6
ENSG00000182851	GPIHBP1	338328	2
ENSG00000271557	RP11-692M12.4		1
ENSG00000137166	FOXP4	116113	10
ENSG00000226145	AC022596.6		3
ENSG00000254780	RP11-793I11.1		1
ENSG00000177595	PIDD	55367	13
ENSG00000254879	AC103828.1		1
ENSG00000267507	CTD-2587H24.1		1
ENSG00000227467	RP11-169D4.1	101928555	3
ENSG00000270779	CTD-2026D23.1		1
ENSG00000261574	RP1-168P16.2		1
ENSG00000267577	CTD-2587H24.5	101930593	1
ENSG00000263693	MIR3161	100423000	1
ENSG00000248966	CTD-2089O24.1		1
ENSG00000243289	CTGLF8P		1
ENSG00000255514	OR4B2P		1
ENSG00000261692	RP1-168P16.1		1
ENSG00000248428	CTC-551A13.1		1
ENSG00000256633	RP11-169D4.2		1
ENSG00000252887	RNU6-430P		1
ENSG00000239137	snoU13		1
ENSG00000270832	RP1-168P16.3		1
ENSG00000272036	MIR139	406931	1
ENSG00000267649	CTD-2587H24.10		1
ENSG00000261118	RP11-104N10.1	101927863	1
ENSG00000155100	OTUD6B	51633	6
ENSG00000251919	RNU7-105P		1
ENSG00000255808	RP11-31L22.3		1
ENSG00000114857	NKTR	4820	13
ENSG00000135074	ADAM19	8728	11
ENSG00000229412	OR10C1	442194	4
ENSG00000252579	RNU7-117P		1
ENSG00000163795	ZNF513	130557	9
ENSG00000256007	ARAP1-AS1		1
ENSG00000200084	SNORD68		1
ENSG00000198399	ITSN2	50618	10
ENSG00000266462	AC010327.1		1
ENSG00000245148	ARAP1-AS2		2
ENSG00000261373	VPS9D1-AS1	100128881	1
ENSG00000251627	CTD-2089O24.2		1
ENSG00000268729	CTD-2105E13.14		1
ENSG00000244134	RPS12P20		1
ENSG00000269275	CTD-2105E13.15		1
ENSG00000221836	OR2A5	393046	2
ENSG00000253613	CTC-551A13.2		2
ENSG00000267048	RP11-566K11.7		1
ENSG00000204177	BMS1P1	728053	6
ENSG00000181638	ZFP41	286128	13
ENSG00000267093	CTD-2105E13.13		1
ENSG00000256390	AC092143.1		1
ENSG00000202522	Y_RNA		1
ENSG00000221933	OR2A25	392138	2
ENSG00000261011	RP11-96C23.11		1
ENSG00000269859	CTD-2537I9.16		1
ENSG00000265064	MIR4692	100616410	1
ENSG00000267730	CTD-2537I9.5		1
ENSG00000206638	RNU6-672P		1
ENSG00000229969	RP11-96C23.10		1
ENSG00000201826	RNU6-867P		1
ENSG00000234751	AP002381.2		1
ENSG00000221858	OR2A12	346525	2
ENSG00000162949	CAPN13	92291	12
ENSG00000230549	USP17L1P		3
ENSG00000271573	RP11-96C23.12		1
ENSG00000108448	TRIM16L	101930303	16
ENSG00000108448	TRIM16L	147166	16
ENSG00000213684	LDHBP2		4
ENSG00000250728	AC010468.3		1
ENSG00000267523	CTD-2537I9.12		1
ENSG00000200253	RNU6-529P		1
ENSG00000256568	RP11-800A3.3		1
ENSG00000166526	ZNF3	7551	12
ENSG00000237280	RP11-96C23.9		1
ENSG00000221989	OR2A2	442361	2
ENSG00000215841	RP11-800A3.2		3
ENSG00000266323	RN7SL733P		1
ENSG00000267096	CTD-2537I9.13		1
ENSG00000236125	USP17L4		3
ENSG00000260401	RP11-800A3.4		1
ENSG00000172497	ACOT12	134526	4
ENSG00000211571	AC010525.2		1
ENSG00000175344	CHRNA7	89832	12
ENSG00000175344	CHRNA7	1139	12
ENSG00000221938	OR2A14	135941	2
ENSG00000223259	RNA5SP508		1
ENSG00000155875	FAM154A	158297	9
ENSG00000256347	OR8R1P		1
ENSG00000267117	AC010525.4		1
ENSG00000235778	AC130360.8		1
ENSG00000129990	SYT5	6861	10
ENSG00000257762	RP11-626I20.3	101929084	1
ENSG00000235447	RP1-279N11.1		2
ENSG00000257038	RP11-800A3.7		1
ENSG00000267183	AC010525.6		1
ENSG00000259006	RP11-566K11.4		1
ENSG00000252497	RPPH1-2P		1
ENSG00000255529	POLR2M	145781	3
ENSG00000255529	POLR2M	81488	3
ENSG00000225932	CTAGE4	100128553	3
ENSG00000261317	RP11-566K11.5		1
ENSG00000215371	DEFB108P2		3
ENSG00000114378	HYAL1	3373	12
ENSG00000214784	AC010468.1		4
ENSG00000267018	AC010525.7		1
ENSG00000212594	U8		1
ENSG00000223482	NUTM2A-AS1	728190	3
ENSG00000207995	MIR325	442899	1
ENSG00000235895	AC010154.2		1
ENSG00000203305	AC010525.1		1
ENSG00000272158	RP11-840I19.5		1
ENSG00000266866	AP002761.1		1
ENSG00000185104	FAF1	11124	15
ENSG00000255128	HSPD1P3		1
ENSG00000264620	AL139022.1		1
ENSG00000115520	COQ10B	80219	4
ENSG00000267689	AC010525.5		1
ENSG00000256928	RP11-809N8.2		1
ENSG00000266531	MIR4706	100616490	1
ENSG00000213214	ARHGEF35	445328	3
ENSG00000268593	CTD-2611O12.6		1
ENSG00000256448	RP11-809N8.4		1
ENSG00000201447	RNA5SP509		1
ENSG00000257737	RP11-341G23.2		1
ENSG00000154227	CERS3	204219	9
ENSG00000234404	BX682235.1		2
ENSG00000257766	RP11-341G23.3		1
ENSG00000143466	IKBKE	9641	9
ENSG00000255786	RP11-809N8.6		1
ENSG00000228873	AC012307.2		1
ENSG00000232620	TSPY17P		1
ENSG00000267865	CTD-2611O12.8		1
ENSG00000138794	CASP6	839	5
ENSG00000144711	IQSEC1	9922	9
ENSG00000256148	RP11-809N8.5		1
ENSG00000269574	CTD-2611O12.7		1
ENSG00000249318	AC010468.2		1
ENSG00000236126	CT47A3	100507170	2
ENSG00000236126	CT47A3	728096	2
ENSG00000236126	CT47A3	728090	2
ENSG00000236126	CT47A3	728082	2
ENSG00000236126	CT47A3	728075	2
ENSG00000236126	CT47A3	728072	2
ENSG00000236126	CT47A3	728062	2
ENSG00000236126	CT47A3	728049	2
ENSG00000236126	CT47A3	728042	2
ENSG00000236126	CT47A3	728036	2
ENSG00000236126	CT47A3	653282	2
ENSG00000236126	CT47A3	255313	2
ENSG00000146049	KAAG1	353219	1
ENSG00000222524	RN7SKP109		1
ENSG00000212807	OR2A42	402317	1
ENSG00000212807	OR2A42	346528	1
ENSG00000216194	AC130360.1		1
ENSG00000231726	HMGN2P38		2
ENSG00000255886	RP11-196H14.2		1
ENSG00000204685	STARD7-AS1	285033	5
ENSG00000238914	snoU13		1
ENSG00000255238	RFPL4AP1		1
ENSG00000260089	ADAM3B		2
ENSG00000248944	FAM90A6P		1
ENSG00000154447	SH3RF1	57630	10
ENSG00000224953	SRIP3		1
ENSG00000270323	AP000860.2		1
ENSG00000267522	CTD-2621I17.6	101928886	1
ENSG00000255817	RP11-196H14.4		1
ENSG00000155876	RRAGA	10670	4
ENSG00000243896	OR2A7	401427	3
ENSG00000252732	Y_RNA		1
ENSG00000221134	AC007339.1		1
ENSG00000236660	FAM90A7P		6
ENSG00000255629	RP11-196H14.3		1
ENSG00000255928	RP11-456I15.2		1
ENSG00000260024	MRPS21P7		1
ENSG00000223060	Y_RNA		1
ENSG00000257681	RP11-341G23.4		1
ENSG00000259978	MRPS21P8		1
ENSG00000212298	RNU6-1009P		1
ENSG00000242411	CTD-2086L14.1		2
ENSG00000256034	RP11-707G14.1		1
ENSG00000265708	AC027348.1		1
ENSG00000186994	KANK3	256949	7
ENSG00000267298	AC006116.19		1
ENSG00000265282	RP11-269G24.4		1
ENSG00000244693	CTAGE8	100142659	1
ENSG00000199975	RN7SKP243		1
ENSG00000071282	LMCD1	29995	7
ENSG00000261751	RP11-305A4.3		1
ENSG00000243024	RPS11P6		2
ENSG00000130385	BMP15	9210	5
ENSG00000256681	CCDC58P5		1
ENSG00000265971	RP11-269G24.6		1
ENSG00000267549	AC006116.17	101928968	1
ENSG00000256898	RP11-707G14.8		1
ENSG00000226489	AC104308.2		1
ENSG00000228979	CTD-2501B8.5		3
ENSG00000244551	RPL34P29		2
ENSG00000243957	RN7SL647P		2
ENSG00000256360	RP11-707G14.7		1
ENSG00000237106	FABP5P15		2
ENSG00000222574	RN7SKP61		1
ENSG00000255847	RP11-167N4.2		1
ENSG00000261301	OR9A4	130075	1
ENSG00000259843	RP11-429P3.3		2
ENSG00000223959	AFG3L1P	172	4
ENSG00000240241	RP11-314M24.1		1
ENSG00000224353	ACE3P		2
ENSG00000200906	RNU6-854P		1
ENSG00000263410	RN7SL460P		1
ENSG00000122824	NUDT10	170685	6
ENSG00000248503	RP5-1000K24.2		2
ENSG00000162006	MSLNL		5
ENSG00000200646	Y_RNA		1
ENSG00000258472	RP11-192H23.4		4
ENSG00000239226	MRPS17P3		1
ENSG00000213014	VN2R17P		3
ENSG00000248268	CTC-499J9.1		1
ENSG00000198276	UCKL1	54963	9
ENSG00000236158	RFC3P1		1
ENSG00000197681	TBC1D3	101060421	8
ENSG00000197681	TBC1D3	101060389	8
ENSG00000197681	TBC1D3	101060376	8
ENSG00000197681	TBC1D3	101060351	8
ENSG00000197681	TBC1D3	101060321	8
ENSG00000197681	TBC1D3	100510707	8
ENSG00000197681	TBC1D3	729873	8
ENSG00000197681	TBC1D3	654341	8
ENSG00000197681	TBC1D3	414060	8
ENSG00000197681	TBC1D3	414059	8
ENSG00000197681	TBC1D3	84218	8
ENSG00000266907	AC006116.22		1
ENSG00000246859	STARD4-AS1	100505678	2
ENSG00000267145	AC006116.14		1
ENSG00000234749	FAM90A21P	441317	4
ENSG00000260501	RPL7A	26820	1
ENSG00000260501	RPL7A	26815	1
ENSG00000260501	RPL7A	26814	1
ENSG00000260501	RPL7A	6130	1
ENSG00000266932	AC006116.13		1
ENSG00000169891	REPS2	9185	13
ENSG00000267429	AC006116.15		1
ENSG00000240752	RP11-588D3.1		1
ENSG00000203791	METTL10	399818	9
ENSG00000267606	AC006116.21		1
ENSG00000234347	OR11A1	26531	4
ENSG00000105419	MEIS3	56917	13
ENSG00000240964	RN7SL751P		2
ENSG00000172915	NBEA	26960	14
ENSG00000265193	MIR3923	100500877	1
ENSG00000068120	COASY	80347	10
ENSG00000216116	AC117479.1		1
ENSG00000230747	AC021188.4		1
ENSG00000106976	DNM1	1759	14
ENSG00000243877	HMGB1P38		1
ENSG00000133678	TMEM254	80195	9
ENSG00000132470	ITGB4	3691	9
ENSG00000267439	AC002398.11		1
ENSG00000261180	CLEC5A	23601	1
ENSG00000238405	RNA5SP311		1
ENSG00000221310	AC008967.1		1
ENSG00000271389	OSBPL9P1		1
ENSG00000227194	GLUD1P7		1
ENSG00000267328	AC002398.12		1
ENSG00000151023	ENKUR	219670	12
ENSG00000145604	SKP2	6502	11
ENSG00000267049	AC002398.13		1
ENSG00000132768	DPH2	1802	9
ENSG00000182791	CCDC87	55231	3
ENSG00000239699	HNRNPA3P8		1
ENSG00000264668	ZFP41	286128	1
ENSG00000159259	CHAF1B	8208	7
ENSG00000147874	HAUS6	54801	6
ENSG00000225872	AC002398.5	644050	2
ENSG00000242586	RP11-481N16.1		1
ENSG00000113971	NPHP3	27031	14
ENSG00000223592	FNDC3CP		2
ENSG00000242828	RP11-47P18.1		1
ENSG00000187690	CXorf67		2
ENSG00000167244	IGF2	3481	13
ENSG00000124532	MRS2	57380	10
ENSG00000224755	HMGN1P34		1
ENSG00000105894	PTN	5764	7
ENSG00000242781	RP11-47P18.2		1
ENSG00000260696	TAS2R38	5726	1
ENSG00000240225	ZNF542	147947	6
ENSG00000221970	OR2A1	402317	1
ENSG00000221970	OR2A1	346528	1
ENSG00000163121	NEURL3	93082	5
ENSG00000243694	RP11-6B4.1	728290	2
ENSG00000243968	RN7SL402P		1
ENSG00000235061	UBE2V1P7		3
ENSG00000267786	AF038458.3		1
ENSG00000196368	NUDT11	55190	4
ENSG00000271433	PPATP2		1
ENSG00000242145	RP11-520D19.1		1
ENSG00000182810	DDX28	55794	5
ENSG00000267113	AF038458.4		1
ENSG00000215365	FAM90A22P		4
ENSG00000267388	AF038458.5		1
ENSG00000241593	RP11-520D19.2		1
ENSG00000248101	AC002116.8		2
ENSG00000258864	CTC-554D6.1		1
ENSG00000109610	SOD3	6649	5
ENSG00000100084	HIRA	7290	10
ENSG00000173992	CCS	9973	4
ENSG00000250571	GLI4	2738	2
ENSG00000232984	OR2H1	26716	4
ENSG00000227645	RPL7P54		2
ENSG00000081051	AFP	174	3
ENSG00000244281	RP11-564P9.1		1
ENSG00000222389	RNU2-28P		1
ENSG00000200560	RNU6-288P		1
ENSG00000241737	FAM90A23P		2
ENSG00000267698	AC002116.7	101927572	1
ENSG00000241319	SETP6		1
ENSG00000270587	RP11-51F16.9		1
ENSG00000227322	RXRB	6257	7
ENSG00000263883	RP11-51F16.5		1
ENSG00000240404	RP11-142L1.3		1
ENSG00000242190	RP11-142L1.1		1
ENSG00000270760	AD001527.7		1
ENSG00000007376	RPUSD1	113000	3
ENSG00000267005	AC002984.2		1
ENSG00000242009	RP11-359D24.1		1
ENSG00000264276	RN7SL287P		1
ENSG00000231382	NBPF21P		1
ENSG00000200179	Y_RNA		1
ENSG00000239327	RP11-14J7.1		1
ENSG00000236489	RP11-537I16.2		1
ENSG00000199461	Y_RNA		1
ENSG00000267053	CTD-3162L10.1		2
ENSG00000265470	MIR548AQ	100847078	1
ENSG00000239440	RP11-260O18.1		1
ENSG00000231925	TAPBP	6892	7
ENSG00000182545	RNASE10	338879	6
ENSG00000232168	RP11-180D15.1		2
ENSG00000050327	ARHGEF5	7984	10
ENSG00000153291	SLC25A27	9481	11
ENSG00000249619	HMGN1P13		1
ENSG00000135617	PRADC1	84279	3
ENSG00000271005	RP11-159L8.2		1
ENSG00000112559	MDFI	4188	9
ENSG00000215097	DUSP8P3		3
ENSG00000225025	KIF4CP		2
ENSG00000100580	TMED8	283578	7
ENSG00000137714	FDX1	2230	2
ENSG00000170627	GTSF1	121355	5
ENSG00000228745	CTSLP5		3
ENSG00000095739	BAMBI	25805	7
ENSG00000232677	LINC00665	100506930	2
ENSG00000251099	CTD-2367A17.1		2
ENSG00000261791	RP11-1220K2.2		2
ENSG00000214787	MS4A4E	643680	4
ENSG00000253057	RN7SKP57		1
ENSG00000233176	OR7E157P		3
ENSG00000249439	HMGN1P14		1
ENSG00000254796	RP11-1118M6.2		1
ENSG00000140471	LINS	55180	12
ENSG00000230761	RP11-342C24.8	728218	2
ENSG00000181982	CCDC149	91050	13
ENSG00000167772	ANGPTL4	51129	7
ENSG00000204410	MSH5	4439	10
ENSG00000206490	ABCF1	23	7
ENSG00000250095	NREP-AS1	100873948	1
ENSG00000251788	RNU5A-7P		1
ENSG00000170035	UBE2E3	10477	11
ENSG00000162888	C1orf147		4
ENSG00000185730	ZNF696	79943	3
ENSG00000222730	AC092296.1		1
ENSG00000266973	CTD-3162L10.3		1
ENSG00000129873	CDY2B	203611	6
ENSG00000129873	CDY2B	9426	6
ENSG00000189369	GSPT2	23708	7
ENSG00000188655	RNASE9	390443	6
ENSG00000174276	ZNHIT2	741	5
ENSG00000267363	CTD-3162L10.4		1
ENSG00000125046	SSUH2	51066	10
ENSG00000267142	CTD-3162L10.5	644189	1
ENSG00000100583	SAMD15	161394	4
ENSG00000267309	CTD-2630F21.1	728752	1
ENSG00000096092	TMEM14A	28978	5
ENSG00000187772	LIN28B	389421	6
ENSG00000140009	ESR2	2100	14
ENSG00000267091	CTBP2P7		1
ENSG00000256192	RP11-290I21.2		1
