Gene ID	Associated Gene Name	EntrezGene ID	Version (gene)
ENSG00000261276	RP11-554A11.5		1
ENSG00000182798	MAGEB17	645864	6
ENSG00000263554	MIR4788	100616281	1
ENSG00000254664	CTD-2560E9.3		1
ENSG00000126432	PRDX5	25824	9
ENSG00000249691	RP11-445J14.1		1
ENSG00000256508	RP11-554A11.6	101928200	2
ENSG00000273154	RP4-583P15.15	54923	1
ENSG00000235129	FABP7P2		1
ENSG00000253087	RNU6-1174P		1
ENSG00000254497	CTD-2560E9.5		1
ENSG00000201413	RNA5SP141		1
ENSG00000241335	RNA5-8S5	100008587	1
ENSG00000240086	RP11-657O9.1		1
ENSG00000254427	RP11-430H10.1	101928812	1
ENSG00000265539	MIR3164	100422846	1
ENSG00000108786	HSD17B1	3292	6
ENSG00000251026	RP11-138J23.1		1
ENSG00000260895	RP11-554A11.7		1
ENSG00000096264	NCR2	9436	9
ENSG00000129862	VCY1B	353513	6
ENSG00000129862	VCY1B	9084	6
ENSG00000100296	THOC5	8563	9
ENSG00000261070	RP11-554A11.8	338694	1
ENSG00000253004	U8		1
ENSG00000142676	RPL11	6135	8
ENSG00000119917	IFIT3	3437	9
ENSG00000233051	MICA	100507436	5
ENSG00000255267	RP11-430H10.2	399886	2
ENSG00000242222	RP11-237P21.1		1
ENSG00000158352	SHROOM4	57477	11
ENSG00000259799	RP11-554A11.9		1
ENSG00000226880	XX-2136C48.7		1
ENSG00000135632	SMYD5	10322	7
ENSG00000256425	AC092989.1		1
ENSG00000248821	AC009238.6		1
ENSG00000235744	HLA-DOA	3111	6
ENSG00000255041	RP11-430H10.4		1
ENSG00000112812	PRSS16	10279	11
ENSG00000213147	RPL23AP60		3
ENSG00000241905	RP11-305O4.1		1
ENSG00000213275	IFITM9P		2
ENSG00000254651	RP11-430H10.3		1
ENSG00000075073	TACR2	6865	10
ENSG00000151320	AKAP6	9472	6
ENSG00000260877	RP11-211G23.2		1
ENSG00000131437	KIF3A	11127	11
ENSG00000227267	RP11-305O4.2		3
ENSG00000201910	RNU1-140P		1
ENSG00000257235	RP11-848D3.5		1
ENSG00000203896	LIME1	54923	5
ENSG00000233275	AC009238.8		1
ENSG00000259854	RP11-211G23.1		1
ENSG00000254746	RP11-958J22.1		1
ENSG00000176732	PFN4	375189	6
ENSG00000273455	RP11-305O4.3		1
ENSG00000179131	RP11-458F8.3		7
ENSG00000239808	RN7SL255P		2
ENSG00000107831	FGF8	2253	8
ENSG00000255980	AP000439.1		1
ENSG00000241438	TDGF1P6		1
ENSG00000227120	AC009238.7		1
ENSG00000109381	ELF2	1998	15
ENSG00000255606	AP000439.2		1
ENSG00000264761	RN7SL43P		1
ENSG00000186792	HYAL3	8372	11
ENSG00000233383	RP11-324F21.1		1
ENSG00000261347	AP000439.5		1
ENSG00000266525	MIR4650-1	100616331	1
ENSG00000266525	MIR4650-1	100616310	1
ENSG00000255774	AP000439.3		1
ENSG00000235676	ABHD16A	7920	5
ENSG00000133193	FAM104A	84923	8
ENSG00000265024	AC073089.1		1
ENSG00000047230	CTPS2	56474	10
ENSG00000206927	Y_RNA		1
ENSG00000256441	RP11-300I6.5		1
ENSG00000257563	MIR3180-3	100422956	1
ENSG00000257563	MIR3180-3	100422870	1
ENSG00000257563	MIR3180-3	100422836	1
ENSG00000230358	RP11-166O4.1		2
ENSG00000166578	IQCD	115811	5
ENSG00000255191	RP11-626H12.1		1
ENSG00000222170	RNU6-257P		1
ENSG00000164007	CLDN19	149461	6
ENSG00000261579	MED22	6837	1
ENSG00000266291	hsa-mir-3180-3	100422956	1
ENSG00000266291	hsa-mir-3180-3	100422870	1
ENSG00000266291	hsa-mir-3180-3	100422836	1
ENSG00000236287	ZBED5	101928029	3
ENSG00000236287	ZBED5	58486	3
ENSG00000254605	RP11-626H12.2		1
ENSG00000265776	hsa-mir-3670-2	100846994	1
ENSG00000265776	hsa-mir-3670-2	100500910	1
ENSG00000258288	RP11-554E23.3		1
ENSG00000257527	MIR3179-3		1
ENSG00000251574	RP11-6N13.1		2
ENSG00000257222	RP11-554E23.4		1
ENSG00000248844	RP11-626H12.3	101928443	2
ENSG00000256128	LINC00944	387895	1
ENSG00000266454	MIR3179-3	100423006	1
ENSG00000266454	MIR3179-3	100422960	1
ENSG00000266454	MIR3179-3	100422886	1
ENSG00000229643	LINC00280		1
ENSG00000262974	RP11-457I16.4		1
ENSG00000254417	ANO1-AS2	100009613	1
ENSG00000260550	RP11-457I16.2		2
ENSG00000067601	PMS2P4	5382	6
ENSG00000167774	NDUFA7	4701	2
ENSG00000269873	CTD-2587H19.3		1
ENSG00000202070	RNU6-1175P		1
ENSG00000255143	RP11-805J14.3		1
ENSG00000267838	AC008746.12		1
ENSG00000130368	MAS1	4142	4
ENSG00000174165	ZDHHC24	254359	3
ENSG00000254902	ANO1-AS1		1
ENSG00000229236	TTTY10	246119	1
ENSG00000114999	TTL	150465	7
ENSG00000127334	DYRK2	8445	10
ENSG00000226696	LENG8-AS1		1
ENSG00000256340	ABCC6P1	653190	4
ENSG00000214026	MRPL23	6150	6
ENSG00000254721	RP11-805J14.5		1
ENSG00000133121	STARD13	90627	16
ENSG00000252700	RNU7-110P		1
ENSG00000244740	RP11-463H24.1		1
ENSG00000202175	RNA5SP128		1
ENSG00000091039	OSBPL8	114882	12
ENSG00000225624	TBL1YP1		1
ENSG00000268222	EEF1A1P7		1
ENSG00000200571	RNU6-1284P		1
ENSG00000255867	DENND5B-AS1	100874249	1
ENSG00000235681	AC008746.5	101929807	1
ENSG00000238008	COX6CP10		1
ENSG00000078070	MCCC1	56922	7
ENSG00000051128	HOMER3	9454	14
ENSG00000200843	RNY4P4		1
ENSG00000255329	H2AFZP4		1
ENSG00000213016	AC008746.9		3
ENSG00000228112	AC112220.2		1
ENSG00000267855	NDUFA7	4701	1
ENSG00000252390	RNU5F-4P		1
ENSG00000224482	HSFY4P		1
ENSG00000254604	AP000487.6		1
ENSG00000227707	SDAD1P3		1
ENSG00000267110	CTD-2587H24.4		1
ENSG00000231788	RPL31P50		4
ENSG00000235181	AC009892.2		1
ENSG00000221333	MIR548K	100313770	1
ENSG00000271324	RP11-10C24.2		1
ENSG00000205786	AC002511.1	100128682	4
ENSG00000254484	CTA-797E19.1		1
ENSG00000271643	RP11-10C24.3		1
ENSG00000110328	GALNT18	374378	5
ENSG00000134108	ARL8B	55207	8
ENSG00000255519	RP11-958J22.2		1
ENSG00000255539	CTA-797E19.2		1
ENSG00000257664	RSL24D1P5		1
ENSG00000233381	AK4P3		2
ENSG00000271020	RP11-10C24.1		1
ENSG00000254514	RP11-958J22.3		1
ENSG00000144043	TEX261	113419	7
ENSG00000269271	CTB-83J4.2		1
ENSG00000206493	HLA-E	3133	4
ENSG00000254495	AP000487.4		1
ENSG00000257332	HNRNPA1P69		1
ENSG00000204705	UBTFL5		2
ENSG00000238094	AC009892.5		1
ENSG00000166529	ZSCAN21	7589	10
ENSG00000255091	RP11-495O11.1		1
ENSG00000170027	YWHAG	7532	5
ENSG00000266482	AC023157.1		1
ENSG00000104213	PDGFRL	5157	8
ENSG00000226320	AC018359.1	101929859	1
ENSG00000265830	AL592188.7		1
ENSG00000246889	AP000487.5		2
ENSG00000256843	RP11-467L13.4		1
ENSG00000273047	RP4-583P15.14		1
ENSG00000236250	STK19	8859	4
ENSG00000254519	CTD-2210P24.1	100507384	1
ENSG00000223874	AC007557.1		1
ENSG00000084090	STARD7	56910	9
ENSG00000223722	RP11-467L13.5		2
ENSG00000187642	C1orf170	84808	5
ENSG00000264799	AC009892.1		1
ENSG00000234903	AC133104.2		1
ENSG00000227726	AP001271.3		1
ENSG00000255426	CTD-2210P24.2		1
ENSG00000242856	VN1R105P		3
ENSG00000148337	CIZ1	25792	15
ENSG00000252421	RNU6-1069P		1
ENSG00000226627	SHANK2-AS1	100874198	1
ENSG00000255226	CTD-2210P24.3		1
ENSG00000237323	AC009892.9		1
ENSG00000252204	SNORA25		1
ENSG00000148814	LRRC27	101927515	13
ENSG00000148814	LRRC27	80313	13
ENSG00000260017	RP11-1035H13.2		1
ENSG00000236452	AC123023.1		1
ENSG00000256372	RP11-428G5.4		1
ENSG00000225370	AC011515.2		1
ENSG00000065361	ERBB3	2065	10
ENSG00000255447	CTD-2210P24.6		1
ENSG00000186094	AGBL4	84871	12
ENSG00000238329	snoU13		1
ENSG00000144010	TRIM43B		7
ENSG00000236262	SHANK2-AS2		1
ENSG00000264554	RN7SL793P		1
ENSG00000255760	RP11-428G5.5		1
ENSG00000227498	AC018359.3		2
ENSG00000260352	CTD-2288F12.1		1
ENSG00000266118	RP11-507M3.1		1
ENSG00000258142	RP11-18O15.1		2
ENSG00000146700	SRCRB4D	136853	8
ENSG00000207196	Y_RNA		1
ENSG00000265515	AC092287.1		1
ENSG00000235534	FECHP1		1
ENSG00000224186	C5orf66	100996485	4
ENSG00000171671	SHANK2-AS3	220070	6
ENSG00000264400	RN7SL491P		1
ENSG00000207167	RNU6-1340P		1
ENSG00000233214	AC002511.2		1
ENSG00000129816	TTTY1B	100101116	5
ENSG00000129816	TTTY1B	50858	5
ENSG00000186152	LILRP1		6
ENSG00000124568	SLC17A1	6568	6
ENSG00000125520	SLC2A4RG	56731	9
ENSG00000232680	AC002511.3		2
ENSG00000263744	MIR3664	100500844	1
ENSG00000257254	RP11-210L7.1		1
ENSG00000171155	C1GALT1C1	29071	7
ENSG00000103245	NARFL	64428	9
ENSG00000108932	SLC16A6	9120	7
ENSG00000139767	SRRM4	84530	4
ENSG00000172900	AP002387.1	399923	7
ENSG00000212856	TTTY2B		5
ENSG00000165246	NLGN4Y	22829	8
ENSG00000081791	KIAA0141	9812	4
ENSG00000008294	SPAG9	9043	16
ENSG00000236144	AD000090.2	100506469	2
ENSG00000186453	FAM228A	653140	8
ENSG00000228767	KRT8P18		1
ENSG00000258169	LINC00485	283432	1
ENSG00000233927	RPS28	6234	4
ENSG00000248746	ACTN3	89	1
ENSG00000167646	DNAAF3	352909	9
ENSG00000238162	AC009237.4		1
ENSG00000228790	AC098784.1		1
ENSG00000236446	CT47B1	643311	2
ENSG00000266427	AC098784.2		1
ENSG00000065308	TRAM2	9697	4
ENSG00000260184	RP11-42I10.3		1
ENSG00000254598	CSNK2A3	283106	2
ENSG00000260067	RP11-98C8.1		1
ENSG00000170858	LILRP2	79166	6
ENSG00000253776	RP11-6N13.4		1
ENSG00000146038	DCDC2	51473	7
ENSG00000268242	AC131935.1		1
ENSG00000077380	DYNC1I2	1781	11
ENSG00000261421	RP11-22D3.1		1
ENSG00000226685	CT47A12	100507170	2
ENSG00000226685	CT47A12	728096	2
ENSG00000226685	CT47A12	728090	2
ENSG00000226685	CT47A12	728082	2
ENSG00000226685	CT47A12	728075	2
ENSG00000226685	CT47A12	728072	2
ENSG00000226685	CT47A12	728062	2
ENSG00000226685	CT47A12	728049	2
ENSG00000226685	CT47A12	728042	2
ENSG00000226685	CT47A12	728036	2
ENSG00000226685	CT47A12	653282	2
ENSG00000226685	CT47A12	255313	2
ENSG00000254682	RP11-660L16.2		1
ENSG00000107295	SH3GL2	6456	8
ENSG00000261815	RP11-22D3.2		1
ENSG00000254924	RP11-684B2.3		2
ENSG00000137710	RDX	5962	10
ENSG00000244480	AC005154.7		1
ENSG00000223917	AC009237.2		1
ENSG00000260614	RP11-491F9.1		1
ENSG00000248903	AP000867.14		1
ENSG00000256465	RP11-428G5.6		1
ENSG00000198805	PNP	4860	7
ENSG00000249387	KRTAP5-14P		1
ENSG00000259957	RP11-491F9.8		2
ENSG00000244436	RP11-428G5.1		2
ENSG00000184055	OR7E87P		4
ENSG00000252881	RNU6-334P		1
ENSG00000134160	TRPM1	4308	9
ENSG00000244101	HMGN1P10		1
ENSG00000106536	POU6F2	11281	15
ENSG00000252584	AC023050.1		1
ENSG00000226929	CT47A11	100507170	2
ENSG00000226929	CT47A11	728096	2
ENSG00000226929	CT47A11	728090	2
ENSG00000226929	CT47A11	728082	2
ENSG00000226929	CT47A11	728075	2
ENSG00000226929	CT47A11	728072	2
ENSG00000226929	CT47A11	728062	2
ENSG00000226929	CT47A11	728049	2
ENSG00000226929	CT47A11	728042	2
ENSG00000226929	CT47A11	728036	2
ENSG00000226929	CT47A11	653282	2
ENSG00000226929	CT47A11	255313	2
ENSG00000242314	RP11-428G5.2		1
ENSG00000255562	UNC93B6		2
ENSG00000253584	CTD-2374C24.1		1
ENSG00000251708	RNU7-198P		1
ENSG00000259839	RP11-491F9.6		1
ENSG00000252914	RNU6-789P		1
ENSG00000111229	ARPC3	10094	11
ENSG00000260769	RP11-491F9.5		1
ENSG00000240695	RP11-102M11.1		1
ENSG00000259858	MGAM	8972	1
ENSG00000262950	RP11-189E14.5		1
ENSG00000215765	CTB-61M7.1		3
ENSG00000137878	GCOM1	100820829	12
ENSG00000137878	GCOM1	145781	12
ENSG00000261758	RP11-102M11.2		1
ENSG00000197081	IGF2R	3482	8
ENSG00000242968	RP11-731C17.1		1
ENSG00000237308	AC009237.5		1
ENSG00000263110	RP11-189E14.3		1
ENSG00000196550	FAM72A	729533	6
ENSG00000223882	ABCC5-AS1	100873982	1
ENSG00000262513	RP11-96G10.1		1
ENSG00000255261	OR7E4P		1
ENSG00000262922	U6		1
ENSG00000273486	RP11-731C17.2		1
ENSG00000261623	RP11-189E14.4	101927228	1
ENSG00000255415	RP11-684B2.5		1
ENSG00000258438	OR11K2P		2
ENSG00000242473	KIR2DP1	101929821	1
ENSG00000242473	KIR2DP1	100653066	1
ENSG00000242473	KIR2DP1	100653048	1
ENSG00000138802	SEC24B	10427	7
ENSG00000262156	APOBEC3A	100913187	1
ENSG00000262156	APOBEC3A	200315	1
ENSG00000221458	AP003498.1		1
ENSG00000224719	AC009237.6		1
ENSG00000239481	RPS3AP41		1
ENSG00000115604	IL18R1	8809	6
ENSG00000254805	RP11-167J8.4		1
ENSG00000215378	DEFT1P	100287083	3
ENSG00000215378	DEFT1P	170949	3
ENSG00000162373	BEND5	79656	8
ENSG00000176312	OR4H12P		3
ENSG00000254972	RP11-167J8.3		1
ENSG00000238492	snoU13		1
ENSG00000114209	PDCD10	11235	10
ENSG00000230986	DDX3YP2		1
ENSG00000258564	OR4N1P		1
ENSG00000180694	TMEM64	169200	9
ENSG00000223235	AP003498.2		1
ENSG00000213719	CLIC1	1192	4
ENSG00000232159	RAB9BP1	9366	2
ENSG00000136527	TRA2B	6434	13
ENSG00000228304	OR4K6P		1
ENSG00000255319	ENPP7P8		1
ENSG00000232039	DEFT1P2		2
ENSG00000136444	RSAD1	55316	5
ENSG00000239152	RNA5SP310		1
ENSG00000251180	CU459201.1	100996283	2
ENSG00000262453	CTA-150C2.13		1
ENSG00000176290	OR4K3		6
ENSG00000234178	DEFA11P	724068	1
ENSG00000117385	LEPRE1	64175	11
ENSG00000262536	WI2-1043J20.1		1
ENSG00000221807	AC069227.1		2
ENSG00000229328	OR2W1	26692	1
ENSG00000268509	AC026202.1		1
ENSG00000262679	APOBEC3B-AS1	100874530	1
ENSG00000237563	TTTY21B	100101115	1
ENSG00000237563	TTTY21B	252953	1
ENSG00000166888	STAT6	6778	6
ENSG00000257703	RP11-328J6.1		1
ENSG00000226185	TRIM64FP		1
ENSG00000159228	CBR1	873	8
ENSG00000184117	NIPSNAP1	8508	7
ENSG00000224430	MKRN5P		2
ENSG00000248671	CTD-2313N18.5	285407	3
ENSG00000258541	OR4K4P		1
ENSG00000169906	S100G	795	5
ENSG00000150175	FRMPD2P2		12
ENSG00000160410	SHKBP1	92799	10
ENSG00000206042	DEFA7P		1
ENSG00000168071	CCDC88B	283234	17
ENSG00000147753	TTTY7	246122	5
ENSG00000231549	USMG5P1		1
ENSG00000270002	RP11-93H12.4		1
ENSG00000189320	FAM180A	389558	4
ENSG00000254978	ALG1L9P		2
ENSG00000252292	RN7SKP238		1
ENSG00000258117	RP11-1022B3.1		1
ENSG00000255273	AF238378.7		1
ENSG00000236606	RP11-93H12.3		1
ENSG00000249753	RP11-415I12.3		2
ENSG00000174891	RSRC1	51319	8
ENSG00000258286	AL844213.10		2
ENSG00000134109	EDEM1	9695	6
ENSG00000204113	BMP2KL		5
ENSG00000198049	AVPR1B	553	5
ENSG00000264091	AP002495.1		1
ENSG00000200487	RNA5SP322		1
ENSG00000262970	ACER3	55331	2
ENSG00000216844	AC009494.3		1
ENSG00000199104	MIR346	442911	2
ENSG00000234120	AF228730.8		1
ENSG00000131126	TEX101	83639	14
ENSG00000214534	ZNF705E		4
ENSG00000255923	RP11-983C2.1		1
ENSG00000238803	AL732479.1		1
ENSG00000231672	DIRC3	729582	2
ENSG00000212332	RNU6-780P		1
ENSG00000188290	HES4	57801	6
ENSG00000169895	SYAP1	94056	5
ENSG00000239164	RNU7-184P		1
ENSG00000227896	RP11-77P6.2		2
ENSG00000238909	AC068643.1		1
ENSG00000229551	GAPDHP17		2
ENSG00000201790	RNA5SP189		1
ENSG00000109606	DHX15	1665	8
ENSG00000271430	RP3-368A4.5		1
ENSG00000257415	RP11-626I20.1		1
ENSG00000228570	NUTM2E		3
ENSG00000145623	OSMR	9180	8
ENSG00000216206	AF228730.1		1
ENSG00000230507	RPL7AP8		4
ENSG00000228492	RAB11FIP1P1		2
ENSG00000196533	C1orf186	101929219	6
ENSG00000196533	C1orf186	440712	6
ENSG00000257994	RP11-626I20.2		1
ENSG00000251204	CTC-278L1.1		1
ENSG00000173262	SLC2A14	144195	7
ENSG00000224089	CT47A10	100507170	2
ENSG00000224089	CT47A10	728096	2
ENSG00000224089	CT47A10	728090	2
ENSG00000224089	CT47A10	728082	2
ENSG00000224089	CT47A10	728075	2
ENSG00000224089	CT47A10	728072	2
ENSG00000224089	CT47A10	728062	2
ENSG00000224089	CT47A10	728049	2
ENSG00000224089	CT47A10	728042	2
ENSG00000224089	CT47A10	728036	2
ENSG00000224089	CT47A10	653282	2
ENSG00000224089	CT47A10	255313	2
ENSG00000259016	CTD-2335L22.6		1
ENSG00000185700	TTTY8B	100101118	6
ENSG00000185700	TTTY8B	84673	6
ENSG00000252189	U3		1
ENSG00000228744	RPS3AP30		1
ENSG00000252902	RNA5SP342		1
ENSG00000272631	RP11-359E3.4		1
ENSG00000258822	OR4K16P		1
ENSG00000255157	CTD-2313N18.8		1
ENSG00000250145	CTD-2285G11.1		1
ENSG00000265199	AL359218.1		1
ENSG00000249873	RP11-983C2.2	440117	2
ENSG00000256987	RP11-428G5.7		1
ENSG00000159231	CBR3	874	5
ENSG00000262264	B3GNT6	192134	2
ENSG00000213077	FAM106A		5
ENSG00000225805	CTD-2313N18.7		3
ENSG00000076351	SLC46A1	113235	8
ENSG00000271533	RP3-368A4.6		1
ENSG00000128512	DOCK4	9732	15
ENSG00000254683	AF228730.12		1
ENSG00000257094	RP11-50I19.1		1
ENSG00000170242	USP47	55031	13
ENSG00000258899	OR4U1P		1
ENSG00000202566	MIR421	693122	2
ENSG00000228915	OR7E128P		3
ENSG00000206492	GNL1	2794	7
ENSG00000257852	RP11-843B15.1		1
ENSG00000212027	MIR374B	100500807	1
ENSG00000212027	MIR374B	100126317	1
ENSG00000042304	C2orf83	56918	6
ENSG00000254593	OR7E126P		1
ENSG00000271357	RP11-843B15.3		1
ENSG00000099282	TSPAN15	23555	5
ENSG00000230106	AF228730.7		1
ENSG00000171984	C20orf196	149840	10
ENSG00000257530	RP11-843B15.2		1
ENSG00000225736	OR2B3	442184	2
ENSG00000227858	ZFP57	346171	1
ENSG00000214268	RPS3AP33		2
ENSG00000110888	CAPRIN2	65981	13
ENSG00000204010	IFIT1B	439996	3
ENSG00000172348	RCAN2	10231	10
ENSG00000258134	RP11-956A19.1		1
ENSG00000263456	MIR5189	100847057	1
ENSG00000265727	RN7SL648P		1
ENSG00000257005	RP11-972L6.2		1
ENSG00000261744	RP11-21B21.4		1
ENSG00000207820	MIR545	664614	1
ENSG00000187608	ISG15	9636	5
ENSG00000227839	AL645730.2		1
ENSG00000221567	AF228730.2		1
ENSG00000167264	DUS2	54920	13
ENSG00000229866	OR2J3	442186	1
ENSG00000130584	ZBTB46	140685	6
ENSG00000272913	RP11-440D17.3		1
ENSG00000255583	RP11-415I12.2		1
ENSG00000231930	AF228730.5		1
ENSG00000223529	EEF1A1P8		1
ENSG00000123119	NECAB1	64168	7
ENSG00000199168	MIR374A	442919	1
ENSG00000260630	SNAI3-AS1	197187	2
ENSG00000189375	TBC1D28	254272	6
ENSG00000255025	AF228730.13		1
ENSG00000229689	AC009237.8		2
ENSG00000233576	RP11-778D9.9		1
ENSG00000212442	RNU6-243P		1
ENSG00000205279	CTXN3	613212	4
ENSG00000226515	AC004386.3		1
ENSG00000185745	IFIT1	3434	8
ENSG00000177306	OR7E125P		3
ENSG00000207351	Y_RNA		1
ENSG00000238020	HTR3E-AS1		1
ENSG00000196188	CTSE	1510	6
ENSG00000112149	CD83	9308	5
ENSG00000205955	HSP90AA5P		3
ENSG00000213269	AC004386.4		2
ENSG00000117407	ARTN	9048	12
ENSG00000262875	CAPN5	726	3
ENSG00000259813	RP5-1142A6.5		1
ENSG00000273181	RP11-778D9.13	101930555	1
ENSG00000252337	SNORA31		1
ENSG00000265672	MIR4722	100616167	1
ENSG00000149809	TM7SF2	7108	10
ENSG00000239745	RN7SL790P		2
ENSG00000135917	SLC19A3	80704	9
ENSG00000234218	MICB	4277	5
ENSG00000113648	H2AFY	9555	12
ENSG00000251027	CTC-254B4.1	102467213	1
ENSG00000226504	TMEM167AP1		1
ENSG00000232945	OR2J2	26707	3
ENSG00000070540	WIPI1	55062	8
ENSG00000230045	FAM90A15P		3
ENSG00000256286	RP11-983C2.3		1
ENSG00000150201	FXYD4	53828	10
ENSG00000254488	RP11-65G9.1		1
ENSG00000237777	OR14J1	442191	3
ENSG00000257021	HSPE1P20		1
ENSG00000124466	LYPD3	27076	8
ENSG00000089199	CHGB	1114	5
ENSG00000236431	AC009237.11		1
ENSG00000133119	RFC3	5983	8
ENSG00000270874	RP11-420K10.1	79871	1
ENSG00000142197	DOPEY2	9980	8
ENSG00000237427	TOMM22P1		1
ENSG00000076928	ARHGEF1	100505585	13
ENSG00000076928	ARHGEF1	9138	13
ENSG00000269223	AL158091.1	100509861	1
ENSG00000174938	SEZ6L2	26470	10
ENSG00000221910	OR2F2	135948	2
ENSG00000200176	RNU1-19P		1
ENSG00000233312	C4B_2	100293534	4
ENSG00000233312	C4B_2	721	4
ENSG00000183260	ABHD16B	140701	5
ENSG00000250273	PSMC1P5		1
ENSG00000242022	OR12D3	81797	4
ENSG00000249345	RP11-575F12.1	101927592	2
ENSG00000272734	ADIRF-AS1		1
ENSG00000273305	RP11-440D17.4		1
ENSG00000213215	OR2F1	26211	1
ENSG00000188157	AGRN	375790	9
ENSG00000273413	RP11-96C23.15		1
ENSG00000240027	RP11-415I12.1		2
ENSG00000230665	PRKRIRP1		3
ENSG00000268858	C20ORF135		1
ENSG00000221813	OR6B1	135946	2
ENSG00000227446	OR12D2	26529	2
ENSG00000255850	TMEM5-AS1		1
ENSG00000249959	RP11-252I13.2		1
ENSG00000271880	RP11-96C23.5		1
ENSG00000232634	NEFLP1		1
ENSG00000149534	MS4A2	2206	4
ENSG00000255642	PABPC1P4		1
ENSG00000213695	RPS7P14		3
ENSG00000265796	AC084357.1		1
ENSG00000151322	NPAS3	64067	14
ENSG00000242087	RPL36AP41		2
ENSG00000102158	MAGT1	84061	15
ENSG00000252999	RNA5SP380		1
ENSG00000264531	RN7SL641P		1
ENSG00000233037	AC009237.10		2
ENSG00000258641	OR4T1P		1
ENSG00000231206	HNRNPA1P25		2
ENSG00000152778	IFIT5	24138	7
ENSG00000251885	RNA5SP381		1
ENSG00000259074	PSMB7P1		1
ENSG00000264520	RP4-777O23.2		1
ENSG00000240573	RP11-354H21.2		1
ENSG00000144713	RPL32	6161	8
ENSG00000086712	TXLNG	55787	8
ENSG00000129422	MTUS1	57509	9
ENSG00000133661	SFTPD	6441	11
ENSG00000132781	MUTYH	4595	13
ENSG00000226874	AC005154.8		1
ENSG00000233132	FAM90A3P		3
ENSG00000168992	OR7E102P		3
ENSG00000105887	MTPN	767558	10
ENSG00000105887	MTPN	136319	10
ENSG00000240089	BMS1P3		2
ENSG00000092529	CAPN3	825	18
ENSG00000107833	NPM3	10360	6
ENSG00000272721	RP11-778D9.12		1
ENSG00000162374	ELAVL4	1996	12
ENSG00000115009	CCL20	6364	7
ENSG00000228205	RP11-778D9.4		1
ENSG00000131018	SYNE1	23345	18
ENSG00000125630	POLR1B	84172	11
ENSG00000248827	RP11-252I13.1		1
ENSG00000221120	MIR1224	100187716	1
ENSG00000146233	CYP39A1	51302	3
ENSG00000111537	IFNG	3458	4
ENSG00000226600	CT47A9	100507170	2
ENSG00000226600	CT47A9	728096	2
ENSG00000226600	CT47A9	728090	2
ENSG00000226600	CT47A9	728082	2
ENSG00000226600	CT47A9	728075	2
ENSG00000226600	CT47A9	728072	2
ENSG00000226600	CT47A9	728062	2
ENSG00000226600	CT47A9	728049	2
ENSG00000226600	CT47A9	728042	2
ENSG00000226600	CT47A9	728036	2
ENSG00000226600	CT47A9	653282	2
ENSG00000226600	CT47A9	255313	2
ENSG00000266859	AP000719.1		1
ENSG00000178031	ADAMTSL1	92949	11
ENSG00000186815	TPCN1	53373	8
ENSG00000152137	HSPB8	26353	2
ENSG00000255296	RP11-757C15.4		1
ENSG00000230673	PABPC1P3		3
ENSG00000269810	AC015660.1		1
ENSG00000226918	AC010086.1		1
ENSG00000199885	RNU6-330P		1
ENSG00000232717	TRIM51JP		1
ENSG00000133636	NTS	4922	6
ENSG00000089195	TRMT6	51605	10
ENSG00000271589	RP11-130N24.2		1
ENSG00000251143	RP11-849H4.4	100128494	1
ENSG00000229661	RP11-145B3.2		1
ENSG00000259095	RP11-98N22.6		1
ENSG00000144366	GULP1	51454	11
ENSG00000206783	RNU6-292P		1
ENSG00000258468	OR11G1P		1
ENSG00000249005	FAM90A4P		3
ENSG00000256001	RP11-575F12.2		1
ENSG00000263742	MIR3165	100422953	1
ENSG00000258625	OR11H5P		1
ENSG00000212089	AP002490.1		1
ENSG00000266336	AL356019.1		1
ENSG00000238768	snoU13		1
ENSG00000199601	RNU6-562P		1
ENSG00000258768	CTD-2292M16.8		2
ENSG00000257075	RPEP6		1
ENSG00000232186	RP11-311P8.2	101060322	1
ENSG00000232186	RP11-311P8.2	646127	1
ENSG00000183060	LYSMD4	145748	11
ENSG00000101150	TPD52L2	7165	13
ENSG00000233254	RPL21P134		1
ENSG00000238091	AC016745.1		1
ENSG00000256518	RP11-807H22.5		2
ENSG00000239708	RN7SL782P		2
ENSG00000239776	AC079949.1		2
ENSG00000230830	ARPP21-AS1		1
ENSG00000251732	RN7SKP122		1
ENSG00000212158	SNORD66	692107	1
ENSG00000236338	AC015987.2		1
ENSG00000244245	RP11-120B7.1		1
ENSG00000260121	RP5-1142A6.9		1
ENSG00000223885	FAM90A13P		3
ENSG00000064651	SLC12A2	6558	9
ENSG00000227509	EIF2B5-IT1		1
ENSG00000256762	STH	246744	1
ENSG00000258459	CTD-2292M16.7		1
ENSG00000184492	FOXD4L1	200350	5
ENSG00000224888	RP5-1142A6.2	100289580	3
ENSG00000230347	CT47A8	100507170	2
ENSG00000230347	CT47A8	728096	2
ENSG00000230347	CT47A8	728090	2
ENSG00000230347	CT47A8	728082	2
ENSG00000230347	CT47A8	728075	2
ENSG00000230347	CT47A8	728072	2
ENSG00000230347	CT47A8	728062	2
ENSG00000230347	CT47A8	728049	2
ENSG00000230347	CT47A8	728042	2
ENSG00000230347	CT47A8	728036	2
ENSG00000230347	CT47A8	653282	2
ENSG00000230347	CT47A8	255313	2
ENSG00000230215	EIF2B5-AS1		1
ENSG00000207625	MIR128-2	406916	1
ENSG00000204971	RP11-807H22.7		3
