EntrezGene ID	RefSeq mRNA [e.g. NM_001195597]	RefSeq ncRNA [e.g. NR_002834]	Ensembl Gene ID
67763			ENSMUSG00000015869
67763			ENSMUSG00000015869
67763			ENSMUSG00000015869
67763			ENSMUSG00000015869
67763			ENSMUSG00000015869
67763			ENSMUSG00000015869
67763			ENSMUSG00000015869
			ENSMUSG00000097702
67134	NM_024193		ENSMUSG00000027405
67134		NR_028528	ENSMUSG00000027405
67134			ENSMUSG00000027405
67134			ENSMUSG00000027405
67134			ENSMUSG00000027405
67134			ENSMUSG00000027405
67134			ENSMUSG00000027405
67134			ENSMUSG00000027405
67134			ENSMUSG00000027405
67134			ENSMUSG00000027405
67134			ENSMUSG00000027405
67134			ENSMUSG00000027405
67134			ENSMUSG00000027405
67134			ENSMUSG00000027405
67134			ENSMUSG00000027405
67134			ENSMUSG00000027405
67134			ENSMUSG00000027405
67134			ENSMUSG00000027405
67134			ENSMUSG00000027405
			ENSMUSG00000097500
209324			ENSMUSG00000079595
67375	NM_133686		ENSMUSG00000030674
67375			ENSMUSG00000030674
67375			ENSMUSG00000030674
68576	NM_026774		ENSMUSG00000087260
			ENSMUSG00000097895
100038854	NM_001001332		ENSMUSG00000079594
19302			ENSMUSG00000040374
19302	NM_001163305		ENSMUSG00000040374
19302	NM_008994		ENSMUSG00000040374
19302	NM_001163302		ENSMUSG00000040374
19302	NM_001163301		ENSMUSG00000040374
235072			ENSMUSG00000001833
235072	NM_001205367		ENSMUSG00000001833
235072	NM_009859		ENSMUSG00000001833
			ENSMUSG00000097087
72221	NM_028158		ENSMUSG00000027518
53612	NM_016800		ENSMUSG00000021124
53612			ENSMUSG00000021124
53612			ENSMUSG00000021124
53612			ENSMUSG00000021124
			ENSMUSG00000035129
			ENSMUSG00000093760
		NR_045471	ENSMUSG00000097336
			ENSMUSG00000097336
			ENSMUSG00000097336
			ENSMUSG00000093561
100034684	NM_001082546		ENSMUSG00000071561
100034684			ENSMUSG00000071561
100034684			ENSMUSG00000071561
			ENSMUSG00000083606
67010	NM_144948		ENSMUSG00000042396
			ENSMUSG00000093787
			ENSMUSG00000096952
13661	NM_007914		ENSMUSG00000012350
13661			ENSMUSG00000012350
13661			ENSMUSG00000012350
13661			ENSMUSG00000012350
13661			ENSMUSG00000012350
13661			ENSMUSG00000012350
13661			ENSMUSG00000012350
13661			ENSMUSG00000012350
94275	NM_019791		ENSMUSG00000025151
94275			ENSMUSG00000025151
94275			ENSMUSG00000025151
94275			ENSMUSG00000025151
94275			ENSMUSG00000025151
94275			ENSMUSG00000025151
94275			ENSMUSG00000025151
			ENSMUSG00000091929
			ENSMUSG00000043867
20737	NM_001037810		ENSMUSG00000051457
20737	NM_009259		ENSMUSG00000051457
434402	NM_001004191		ENSMUSG00000042293
			ENSMUSG00000097097
			ENSMUSG00000091557
			ENSMUSG00000097384
			ENSMUSG00000082865
			ENSMUSG00000096709
52469	NM_026618		ENSMUSG00000017188
52469			ENSMUSG00000017188
78923	NM_001081328		ENSMUSG00000058152
			ENSMUSG00000097783
74374	NM_001204229		ENSMUSG00000068663
74374			ENSMUSG00000068663
74374			ENSMUSG00000068663
74374			ENSMUSG00000068663
74374			ENSMUSG00000068663
74374			ENSMUSG00000068663
74374			ENSMUSG00000068663
74374			ENSMUSG00000068663
74374			ENSMUSG00000068663
74374	NM_177562		ENSMUSG00000068663
74374			ENSMUSG00000068663
			ENSMUSG00000084125
			ENSMUSG00000097438
			ENSMUSG00000082664
			ENSMUSG00000068776
			ENSMUSG00000068776
			ENSMUSG00000068776
			ENSMUSG00000098211
232664			ENSMUSG00000029769
232664			ENSMUSG00000029769
232664	NM_145574		ENSMUSG00000029769
232664	NM_001201378		ENSMUSG00000029769
232664			ENSMUSG00000029769
232664			ENSMUSG00000029769
232664			ENSMUSG00000029769
232664			ENSMUSG00000029769
232664			ENSMUSG00000029769
232664			ENSMUSG00000029769
240327	NM_001033767		ENSMUSG00000073555
			ENSMUSG00000090660
70233	NM_027353		ENSMUSG00000042502
70233			ENSMUSG00000042502
15273	NM_010437		ENSMUSG00000015501
			ENSMUSG00000084942
338467	NM_001045529		ENSMUSG00000039456
225594	NM_001034859		ENSMUSG00000068606
72772	NM_177323		ENSMUSG00000028999
72772			ENSMUSG00000028999
72772			ENSMUSG00000028999
72772			ENSMUSG00000028999
72772			ENSMUSG00000028999
72772			ENSMUSG00000028999
72772			ENSMUSG00000028999
72772			ENSMUSG00000028999
18113	NM_010924		ENSMUSG00000032271
18113			ENSMUSG00000032271
18113			ENSMUSG00000032271
18113			ENSMUSG00000032271
18113			ENSMUSG00000032271
68107			ENSMUSG00000078653
68107	NM_026562		ENSMUSG00000078653
68107			ENSMUSG00000078653
319880			ENSMUSG00000020023
319880			ENSMUSG00000020023
319880			ENSMUSG00000020023
319880	NM_172051		ENSMUSG00000020023
319880			ENSMUSG00000020023
319880			ENSMUSG00000020023
319880			ENSMUSG00000020023
319880	NM_001168684		ENSMUSG00000020023
319880	NM_177026		ENSMUSG00000020023
240328	NM_001101475		ENSMUSG00000090942
58243	NM_021432		ENSMUSG00000055430
			ENSMUSG00000084925
		NR_033571	ENSMUSG00000084925
			ENSMUSG00000084925
			ENSMUSG00000084925
			ENSMUSG00000084925
67759	NM_026362		ENSMUSG00000016495
67759			ENSMUSG00000016495
67759			ENSMUSG00000016495
67759			ENSMUSG00000016495
67759			ENSMUSG00000016495
67759			ENSMUSG00000016495
67759			ENSMUSG00000016495
67759			ENSMUSG00000016495
67759			ENSMUSG00000016495
67759			ENSMUSG00000016495
67878	NM_028975		ENSMUSG00000037720
67878	NM_030108		ENSMUSG00000037720
67878			ENSMUSG00000037720
67878			ENSMUSG00000037720
67878			ENSMUSG00000037720
67878			ENSMUSG00000037720
67878			ENSMUSG00000037720
67878			ENSMUSG00000037720
			ENSMUSG00000096478
233103			ENSMUSG00000066571
233103			ENSMUSG00000066571
233103			ENSMUSG00000066571
233103	NM_172741		ENSMUSG00000066571
14038	NM_007969		ENSMUSG00000000983
14038			ENSMUSG00000000983
14038			ENSMUSG00000000983
217303	NM_170758		ENSMUSG00000034652
217303			ENSMUSG00000034652
217303			ENSMUSG00000034652
			ENSMUSG00000084940
			ENSMUSG00000084940
			ENSMUSG00000084940
60440	NM_021792		ENSMUSG00000054072
60440	NM_001146275		ENSMUSG00000054072
215798	NM_001002268		ENSMUSG00000039116
			ENSMUSG00000095426
			ENSMUSG00000095426
106878	NM_134133		ENSMUSG00000038059
68449	NM_144522		ENSMUSG00000042492
68449			ENSMUSG00000042492
68449			ENSMUSG00000042492
68449			ENSMUSG00000042492
68449			ENSMUSG00000042492
68449			ENSMUSG00000042492
68449			ENSMUSG00000042492
			ENSMUSG00000090564
			ENSMUSG00000090564
227648			ENSMUSG00000026924
227648			ENSMUSG00000026924
227648			ENSMUSG00000026924
227648			ENSMUSG00000026924
227648			ENSMUSG00000026924
227648			ENSMUSG00000026924
227648			ENSMUSG00000026924
227648	NM_153125		ENSMUSG00000026924
			ENSMUSG00000094792
66107	NM_183249		ENSMUSG00000051748
11545	NM_007415		ENSMUSG00000026496
235320	NM_001033324		ENSMUSG00000066687
			ENSMUSG00000094176
			ENSMUSG00000094176
20862	NM_001082545		ENSMUSG00000022902
110749	NM_028083		ENSMUSG00000022945
110749			ENSMUSG00000022945
110749			ENSMUSG00000022945
110749			ENSMUSG00000022945
110749			ENSMUSG00000022945
110749			ENSMUSG00000022945
110749			ENSMUSG00000022945
110749			ENSMUSG00000022945
			ENSMUSG00000085610
98932	NM_172118		ENSMUSG00000067818
98932			ENSMUSG00000067818
98932			ENSMUSG00000067818
98932			ENSMUSG00000067818
			ENSMUSG00000078380
230622	NM_001103199		ENSMUSG00000087194
230622			ENSMUSG00000087194
			ENSMUSG00000095088
110083			ENSMUSG00000021879
110083			ENSMUSG00000021879
110083			ENSMUSG00000021879
67665	NM_026302		ENSMUSG00000024603
20863	NM_025288		ENSMUSG00000054905
			ENSMUSG00000076776
58909	NM_153574		ENSMUSG00000037709
58909			ENSMUSG00000037709
58909			ENSMUSG00000037709
58909			ENSMUSG00000037709
74666			ENSMUSG00000008129
74666	NM_029045		ENSMUSG00000008129
74666	NM_001163752		ENSMUSG00000008129
			ENSMUSG00000059827
			ENSMUSG00000095689
			ENSMUSG00000095689
		NR_033550	ENSMUSG00000068680
27221	NM_013733		ENSMUSG00000002835
			ENSMUSG00000071567
			ENSMUSG00000076778
17907	NM_016754		ENSMUSG00000030672
17907			ENSMUSG00000030672
17907			ENSMUSG00000030672
17907			ENSMUSG00000030672
			ENSMUSG00000090381
229699	NM_146136		ENSMUSG00000027896
229699			ENSMUSG00000027896
229699			ENSMUSG00000027896
18718	NM_008845		ENSMUSG00000026737
18718			ENSMUSG00000026737
18718			ENSMUSG00000026737
15561	NM_013561		ENSMUSG00000032269
15561	NM_001099644		ENSMUSG00000032269
			ENSMUSG00000091079
			ENSMUSG00000097424
		NR_045903	ENSMUSG00000097424
231637	NM_198109		ENSMUSG00000042121
231637			ENSMUSG00000042121
231637			ENSMUSG00000042121
231637			ENSMUSG00000042121
231637			ENSMUSG00000042121
231637			ENSMUSG00000042121
67070	NM_025948		ENSMUSG00000066568
67070			ENSMUSG00000066568
67070			ENSMUSG00000066568
			ENSMUSG00000048628
			ENSMUSG00000048628
66290	NM_024173		ENSMUSG00000039105
			ENSMUSG00000097987
50767	NM_015801		ENSMUSG00000004565
50767	NM_001122818		ENSMUSG00000004565
			ENSMUSG00000098221
70065	NM_027303		ENSMUSG00000027517
70065			ENSMUSG00000027517
70065			ENSMUSG00000027517
66810	NM_025776		ENSMUSG00000024604
66810			ENSMUSG00000024604
66810			ENSMUSG00000024604
66810			ENSMUSG00000024604
66810			ENSMUSG00000024604
			ENSMUSG00000092418
217026	NM_145432		ENSMUSG00000000976
217026			ENSMUSG00000000976
217026			ENSMUSG00000000976
217026			ENSMUSG00000000976
217026			ENSMUSG00000000976
			ENSMUSG00000097812
			ENSMUSG00000097812
72050			ENSMUSG00000026047
72050			ENSMUSG00000026047
72050	NM_023645		ENSMUSG00000026047
72050			ENSMUSG00000026047
72050			ENSMUSG00000026047
72050			ENSMUSG00000026047
72050			ENSMUSG00000026047
14793			ENSMUSG00000023505
14793	NM_013538		ENSMUSG00000023505
14793			ENSMUSG00000023505
14793			ENSMUSG00000023505
14793			ENSMUSG00000023505
14793			ENSMUSG00000023505
			ENSMUSG00000098109
68775	NM_133699		ENSMUSG00000020566
68775			ENSMUSG00000020566
68775	NM_001159632		ENSMUSG00000020566
68775			ENSMUSG00000020566
68775			ENSMUSG00000020566
68775			ENSMUSG00000020566
68775			ENSMUSG00000020566
			ENSMUSG00000074052
			ENSMUSG00000074052
12374			ENSMUSG00000051980
12374	NM_013803		ENSMUSG00000051980
12374			ENSMUSG00000051980
12374			ENSMUSG00000051980
94352			ENSMUSG00000034205
94352	NM_033325		ENSMUSG00000034205
100862072			ENSMUSG00000034205
100862072	NM_033325		ENSMUSG00000034205
			ENSMUSG00000097969
			ENSMUSG00000098184
228839	NM_173396		ENSMUSG00000062175
228839			ENSMUSG00000062175
228839			ENSMUSG00000062175
228839			ENSMUSG00000062175
228839			ENSMUSG00000062175
228839			ENSMUSG00000062175
69347	NM_027048		ENSMUSG00000069118
			ENSMUSG00000091952
			ENSMUSG00000091952
			ENSMUSG00000093682
18767	NM_008862		ENSMUSG00000027499
13711			ENSMUSG00000027186
13711	NM_010125		ENSMUSG00000027186
13711			ENSMUSG00000027186
13711			ENSMUSG00000027186
13711			ENSMUSG00000027186
13711	NM_001145813		ENSMUSG00000027186
13711			ENSMUSG00000027186
			ENSMUSG00000095854
54204			ENSMUSG00000000486
54204			ENSMUSG00000000486
54204	NM_017461		ENSMUSG00000000486
54204			ENSMUSG00000000486
54204			ENSMUSG00000000486
54204			ENSMUSG00000000486
54204			ENSMUSG00000000486
54204			ENSMUSG00000000486
54204			ENSMUSG00000000486
		NR_045696	ENSMUSG00000044794
			ENSMUSG00000085917
170947	NM_133363		ENSMUSG00000049173
433466	NM_001114637		ENSMUSG00000098789
433466			ENSMUSG00000098789
433466			ENSMUSG00000098789
433466			ENSMUSG00000098789
433466			ENSMUSG00000098789
			ENSMUSG00000090174
			ENSMUSG00000096653
			ENSMUSG00000095762
67306	NM_173181		ENSMUSG00000043542
233107			ENSMUSG00000030499
233107	NM_146188		ENSMUSG00000030499
233107			ENSMUSG00000030499
233107			ENSMUSG00000030499
233107			ENSMUSG00000030499
			ENSMUSG00000069862
			ENSMUSG00000094914
			ENSMUSG00000085030
66530	NM_024432		ENSMUSG00000019578
66530			ENSMUSG00000019578
66530			ENSMUSG00000019578
66530			ENSMUSG00000019578
66530			ENSMUSG00000019578
66530			ENSMUSG00000019578
66530			ENSMUSG00000019578
			ENSMUSG00000083911
			ENSMUSG00000093939
			ENSMUSG00000053244
			ENSMUSG00000096129
			ENSMUSG00000089745
81845			ENSMUSG00000092417
81845			ENSMUSG00000092417
81845	NM_001128597		ENSMUSG00000092417
81845			ENSMUSG00000092417
81845	NM_032460		ENSMUSG00000092417
108686	NM_176841		ENSMUSG00000032740
108686			ENSMUSG00000032740
108686			ENSMUSG00000032740
108686			ENSMUSG00000032740
108686			ENSMUSG00000032740
108686			ENSMUSG00000032740
108686			ENSMUSG00000032740
			ENSMUSG00000089820
330188	NM_183307		ENSMUSG00000043036
330188			ENSMUSG00000043036
330188			ENSMUSG00000043036
330188			ENSMUSG00000043036
330188			ENSMUSG00000043036
			ENSMUSG00000095495
			ENSMUSG00000090118
228770	NM_001040689		ENSMUSG00000032852
230279			ENSMUSG00000045917
230279			ENSMUSG00000045917
230279			ENSMUSG00000045917
230279			ENSMUSG00000045917
230279	NM_144905		ENSMUSG00000045917
58234			ENSMUSG00000022623
58234			ENSMUSG00000022623
58234			ENSMUSG00000022623
58234			ENSMUSG00000022623
58234			ENSMUSG00000022623
58234			ENSMUSG00000022623
58234	NM_021423		ENSMUSG00000022623
			ENSMUSG00000086694
22421	NM_009527		ENSMUSG00000030093
22421			ENSMUSG00000030093
22421			ENSMUSG00000030093
			ENSMUSG00000074026
			ENSMUSG00000058945
			ENSMUSG00000097060
68140	NM_001081145		ENSMUSG00000049232
			ENSMUSG00000081913
			ENSMUSG00000090074
68947	NM_175140		ENSMUSG00000060402
68947			ENSMUSG00000060402
68947			ENSMUSG00000060402
			ENSMUSG00000081388
14853	NM_008179		ENSMUSG00000071723
14853			ENSMUSG00000071723
			ENSMUSG00000094530
14695	NM_013530		ENSMUSG00000023439
14695			ENSMUSG00000023439
14695			ENSMUSG00000023439
14695			ENSMUSG00000023439
			ENSMUSG00000038792
13363	NM_007857		ENSMUSG00000023000
432572			ENSMUSG00000042331
432572			ENSMUSG00000042331
432572	NM_001029936		ENSMUSG00000042331
432572			ENSMUSG00000042331
67484	NM_026189		ENSMUSG00000036611
67484			ENSMUSG00000036611
			ENSMUSG00000089887
			ENSMUSG00000089887
			ENSMUSG00000048592
			ENSMUSG00000048592
			ENSMUSG00000048592
243385	NM_183183		ENSMUSG00000045441
233887	NM_146201		ENSMUSG00000045598
233887			ENSMUSG00000045598
71586	NM_027835		ENSMUSG00000026896
71586	NM_001164477		ENSMUSG00000026896
71586			ENSMUSG00000026896
71586			ENSMUSG00000026896
71586			ENSMUSG00000026896
11602	NM_009641		ENSMUSG00000027460
			ENSMUSG00000072686
			ENSMUSG00000046764
72568	NM_001103182		ENSMUSG00000058729
72568	NM_175186		ENSMUSG00000058729
			ENSMUSG00000087535
668166	NM_001081473		ENSMUSG00000073062
			ENSMUSG00000094329
50884	NM_016965		ENSMUSG00000027002
50884			ENSMUSG00000027002
50884			ENSMUSG00000027002
50884			ENSMUSG00000027002
50884			ENSMUSG00000027002
			ENSMUSG00000099057
244216	NM_177362		ENSMUSG00000054716
244216			ENSMUSG00000054716
			ENSMUSG00000094607
74145	NM_001166391		ENSMUSG00000039109
74145	NM_028784		ENSMUSG00000039109
20617	NM_009221		ENSMUSG00000025889
20617	NM_001042451		ENSMUSG00000025889
			ENSMUSG00000098609
			ENSMUSG00000094758
270624	NM_178753		ENSMUSG00000071722
244551	NM_194059		ENSMUSG00000056155
			ENSMUSG00000074629
			ENSMUSG00000095560
			ENSMUSG00000082912
104027	NM_177340		ENSMUSG00000043079
104027			ENSMUSG00000043079
104027			ENSMUSG00000043079
104027			ENSMUSG00000043079
104027			ENSMUSG00000043079
104027	NM_001109975		ENSMUSG00000043079
104027			ENSMUSG00000043079
104027			ENSMUSG00000043079
104027			ENSMUSG00000043079
104027			ENSMUSG00000043079
104027			ENSMUSG00000043079
104027			ENSMUSG00000043079
			ENSMUSG00000098897
			ENSMUSG00000086052
			ENSMUSG00000096610
			ENSMUSG00000083258
57014	NM_020274		ENSMUSG00000008590
66422	NM_023203		ENSMUSG00000042462
			ENSMUSG00000093953
			ENSMUSG00000083023
19334	NM_024436		ENSMUSG00000027519
19334			ENSMUSG00000027519
19334			ENSMUSG00000027519
142687	NM_001170748		ENSMUSG00000021898
142687	NM_080856		ENSMUSG00000021898
142687			ENSMUSG00000021898
142687			ENSMUSG00000021898
142687			ENSMUSG00000021898
		NR_040645	ENSMUSG00000086070
			ENSMUSG00000090868
			ENSMUSG00000085630
			ENSMUSG00000096505
18624	NM_008820		ENSMUSG00000063931
18624			ENSMUSG00000063931
18624			ENSMUSG00000063931
18624			ENSMUSG00000063931
18624			ENSMUSG00000063931
18624			ENSMUSG00000063931
20768	NM_009266		ENSMUSG00000049091
73847	NM_028666		ENSMUSG00000027459
73847			ENSMUSG00000027459
73847	NM_146127		ENSMUSG00000027459
73847			ENSMUSG00000027459
67388	NM_026124		ENSMUSG00000027637
67388			ENSMUSG00000027637
67388			ENSMUSG00000027637
67388			ENSMUSG00000027637
212168	NM_172503		ENSMUSG00000035671
246229			ENSMUSG00000041684
246229			ENSMUSG00000041684
246229			ENSMUSG00000041684
246229	NM_144558		ENSMUSG00000041684
246229			ENSMUSG00000041684
			ENSMUSG00000096106
			ENSMUSG00000090460
17084	NM_010745		ENSMUSG00000021423
27217	NM_013729		ENSMUSG00000026497
			ENSMUSG00000095756
			ENSMUSG00000082024
			ENSMUSG00000083068
	NC_000080		ENSMUSG00000095643
54638	NM_138603		ENSMUSG00000031143
54638			ENSMUSG00000031143
			ENSMUSG00000079993
76898			ENSMUSG00000045994
76898			ENSMUSG00000045994
76898			ENSMUSG00000045994
76898			ENSMUSG00000045994
76898	NM_029792		ENSMUSG00000045994
76898			ENSMUSG00000045994
			ENSMUSG00000076795
			ENSMUSG00000073058
230903	NM_173401		ENSMUSG00000029001
230903			ENSMUSG00000029001
230903	NM_001161852		ENSMUSG00000029001
230903			ENSMUSG00000029001
230903			ENSMUSG00000029001
230903			ENSMUSG00000029001
230903			ENSMUSG00000029001
230903			ENSMUSG00000029001
230903			ENSMUSG00000029001
230903	NM_001161851		ENSMUSG00000029001
101966	NM_001007571		ENSMUSG00000019362
72170	NM_133928		ENSMUSG00000034203
15531	NM_008306		ENSMUSG00000054008
353242	NM_172252		ENSMUSG00000024829
353242			ENSMUSG00000024829
353242			ENSMUSG00000024829
353242			ENSMUSG00000024829
353242			ENSMUSG00000024829
353242			ENSMUSG00000024829
14284	NM_008037		ENSMUSG00000029135
74775			ENSMUSG00000022999
74775	NM_029098		ENSMUSG00000022999
74775			ENSMUSG00000022999
74775			ENSMUSG00000022999
74775			ENSMUSG00000022999
74775			ENSMUSG00000022999
74775			ENSMUSG00000022999
242627	NM_001167876		ENSMUSG00000078598
242627	NM_001167878		ENSMUSG00000078598
242627			ENSMUSG00000078598
242627			ENSMUSG00000078598
12359	NM_009804		ENSMUSG00000027187
12359			ENSMUSG00000027187
170760	NM_133225		ENSMUSG00000026499
56208	NM_019584		ENSMUSG00000035086
56208			ENSMUSG00000035086
56208			ENSMUSG00000035086
56208			ENSMUSG00000035086
56208			ENSMUSG00000035086
56208			ENSMUSG00000035086
56208			ENSMUSG00000035086
56208			ENSMUSG00000035086
56208			ENSMUSG00000035086
56208			ENSMUSG00000035086
56208			ENSMUSG00000035086
56208			ENSMUSG00000035086
56208			ENSMUSG00000035086
56208			ENSMUSG00000035086
56208			ENSMUSG00000035086
56208			ENSMUSG00000035086
56208			ENSMUSG00000035086
			ENSMUSG00000098428
			ENSMUSG00000098428
71843	NM_001146012		ENSMUSG00000034194
71843			ENSMUSG00000034194
71843			ENSMUSG00000034194
71843			ENSMUSG00000034194
71843			ENSMUSG00000034194
74122	NM_028766		ENSMUSG00000030095
74122			ENSMUSG00000030095
74122			ENSMUSG00000030095
74122			ENSMUSG00000030095
229700	NM_001045807		ENSMUSG00000048109
67873	NM_026423		ENSMUSG00000004996
67873			ENSMUSG00000004996
67873			ENSMUSG00000004996
67873			ENSMUSG00000004996
67873			ENSMUSG00000004996
235323	NM_175482		ENSMUSG00000032267
17389			ENSMUSG00000028226
17389			ENSMUSG00000028226
17389	NM_019724		ENSMUSG00000028226
17389			ENSMUSG00000028226
17389			ENSMUSG00000028226
17389			ENSMUSG00000028226
12611	NM_009884		ENSMUSG00000056216
12611			ENSMUSG00000056216
14789	NM_013534		ENSMUSG00000023191
14789			ENSMUSG00000023191
14789			ENSMUSG00000023191
14789			ENSMUSG00000023191
14789			ENSMUSG00000023191
14789			ENSMUSG00000023191
14789			ENSMUSG00000023191
99738	NM_145922		ENSMUSG00000027895
114585			ENSMUSG00000043311
114585	NM_033477		ENSMUSG00000043311
12606	NM_007678		ENSMUSG00000034957
60533	NM_021893		ENSMUSG00000016496
20044	NM_020600		ENSMUSG00000024608
20044			ENSMUSG00000024608
20044			ENSMUSG00000024608
20044			ENSMUSG00000024608
20044			ENSMUSG00000024608
20044			ENSMUSG00000024608
101056544	NM_020600		ENSMUSG00000024608
101056544			ENSMUSG00000024608
101056544			ENSMUSG00000024608
101056544			ENSMUSG00000024608
101056544			ENSMUSG00000024608
101056544			ENSMUSG00000024608
			ENSMUSG00000071532
75524			ENSMUSG00000058935
75524	NM_029324		ENSMUSG00000058935
109108	NM_178651		ENSMUSG00000029221
109108			ENSMUSG00000029221
109108			ENSMUSG00000029221
109108			ENSMUSG00000029221
16196	NM_008371		ENSMUSG00000040329
13429			ENSMUSG00000026825
13429			ENSMUSG00000026825
13429	NM_010065		ENSMUSG00000026825
13429			ENSMUSG00000026825
13429			ENSMUSG00000026825
13429			ENSMUSG00000026825
13429			ENSMUSG00000026825
13429			ENSMUSG00000026825
13429			ENSMUSG00000026825
13429			ENSMUSG00000026825
13429			ENSMUSG00000026825
13429			ENSMUSG00000026825
13429			ENSMUSG00000026825
12894	NM_013495		ENSMUSG00000024900
230623	NM_177669		ENSMUSG00000057977
230623			ENSMUSG00000057977
230623			ENSMUSG00000057977
230623	NM_001166027		ENSMUSG00000057977
101056682	NM_177669		ENSMUSG00000057977
101056682			ENSMUSG00000057977
101056682			ENSMUSG00000057977
101056682	NM_001166027		ENSMUSG00000057977
			ENSMUSG00000076796
			ENSMUSG00000083067
			ENSMUSG00000096329
			ENSMUSG00000087360
			ENSMUSG00000087360
			ENSMUSG00000094619
			ENSMUSG00000081928
328801			ENSMUSG00000073423
328801	NM_026712		ENSMUSG00000073423
328801			ENSMUSG00000073423
328801			ENSMUSG00000073423
328801			ENSMUSG00000073423
328801			ENSMUSG00000073423
328801			ENSMUSG00000073423
			ENSMUSG00000095736
			ENSMUSG00000082974
53896			ENSMUSG00000030495
53896	NM_017394		ENSMUSG00000030495
53896			ENSMUSG00000030495
53896			ENSMUSG00000030495
53896			ENSMUSG00000030495
53896			ENSMUSG00000030495
12524	NM_019388		ENSMUSG00000022901
12524			ENSMUSG00000022901
12524			ENSMUSG00000022901
12524			ENSMUSG00000022901
			ENSMUSG00000092251
70945			ENSMUSG00000054641
70945	NM_001163507		ENSMUSG00000054641
70945	NM_027613		ENSMUSG00000054641
666048	NM_001085549		ENSMUSG00000070867
			ENSMUSG00000076800
15078	NM_001081019		ENSMUSG00000060743
15078	NM_008210		ENSMUSG00000060743
15078			ENSMUSG00000060743
15078			ENSMUSG00000060743
15078			ENSMUSG00000060743
15078			ENSMUSG00000060743
15078			ENSMUSG00000060743
15081	NM_001081019		ENSMUSG00000060743
15081	NM_008210		ENSMUSG00000060743
15081			ENSMUSG00000060743
15081			ENSMUSG00000060743
15081			ENSMUSG00000060743
15081			ENSMUSG00000060743
15081			ENSMUSG00000060743
544973	NM_001081019		ENSMUSG00000060743
544973	NM_008210		ENSMUSG00000060743
544973			ENSMUSG00000060743
544973			ENSMUSG00000060743
544973			ENSMUSG00000060743
544973			ENSMUSG00000060743
544973			ENSMUSG00000060743
625328	NM_001081019		ENSMUSG00000060743
625328	NM_008210		ENSMUSG00000060743
625328			ENSMUSG00000060743
625328			ENSMUSG00000060743
625328			ENSMUSG00000060743
625328			ENSMUSG00000060743
625328			ENSMUSG00000060743
627371	NM_001081019		ENSMUSG00000060743
627371	NM_008210		ENSMUSG00000060743
627371			ENSMUSG00000060743
627371			ENSMUSG00000060743
627371			ENSMUSG00000060743
627371			ENSMUSG00000060743
627371			ENSMUSG00000060743
667250	NM_001081019		ENSMUSG00000060743
667250	NM_008210		ENSMUSG00000060743
667250			ENSMUSG00000060743
667250			ENSMUSG00000060743
667250			ENSMUSG00000060743
667250			ENSMUSG00000060743
667250			ENSMUSG00000060743
101056659	NM_001081019		ENSMUSG00000060743
101056659	NM_008210		ENSMUSG00000060743
101056659			ENSMUSG00000060743
101056659			ENSMUSG00000060743
101056659			ENSMUSG00000060743
101056659			ENSMUSG00000060743
101056659			ENSMUSG00000060743
71664	NM_027853		ENSMUSG00000025347
67939	NM_001163454		ENSMUSG00000032673
67939	NM_026465		ENSMUSG00000032673
109075	NM_175399		ENSMUSG00000034259
109075			ENSMUSG00000034259
16149	NM_010545		ENSMUSG00000024610
16149	NM_001042605		ENSMUSG00000024610
16149			ENSMUSG00000024610
22592	NM_011729		ENSMUSG00000026048
22592			ENSMUSG00000026048
22592			ENSMUSG00000026048
22592			ENSMUSG00000026048
22592			ENSMUSG00000026048
22592			ENSMUSG00000026048
			ENSMUSG00000081187
			ENSMUSG00000095646
67736	NM_026350		ENSMUSG00000004994
67736			ENSMUSG00000004994
67736			ENSMUSG00000004994
67736			ENSMUSG00000004994
67736			ENSMUSG00000004994
67736			ENSMUSG00000004994
67736			ENSMUSG00000004994
18373	NM_146861		ENSMUSG00000069430
			ENSMUSG00000076802
66201	NM_025418		ENSMUSG00000019868
66201			ENSMUSG00000019868
66201			ENSMUSG00000019868
66201			ENSMUSG00000019868
66201			ENSMUSG00000019868
66201			ENSMUSG00000019868
			ENSMUSG00000055198
17252	NM_021557		ENSMUSG00000066441
17252			ENSMUSG00000066441
17252			ENSMUSG00000066441
229706			ENSMUSG00000027894
229706	NM_172271		ENSMUSG00000027894
229706			ENSMUSG00000027894
229706			ENSMUSG00000027894
229706			ENSMUSG00000027894
229706			ENSMUSG00000027894
229706			ENSMUSG00000027894
229706			ENSMUSG00000027894
229706			ENSMUSG00000027894
229706			ENSMUSG00000027894
			ENSMUSG00000096055
258861	NM_146862		ENSMUSG00000063374
			ENSMUSG00000033852
			ENSMUSG00000033852
			ENSMUSG00000033852
			ENSMUSG00000033852
			ENSMUSG00000033852
			ENSMUSG00000096827
544748	NM_001085477		ENSMUSG00000056853
17301	NM_008593		ENSMUSG00000055210
			ENSMUSG00000094413
12703	NM_001271603		ENSMUSG00000038037
12703	NM_009896		ENSMUSG00000038037
258315	NM_146318		ENSMUSG00000059762
21959	NM_013694		ENSMUSG00000043050
30923	NM_015758		ENSMUSG00000044518
			ENSMUSG00000093813
75485	NM_029308		ENSMUSG00000057047
244757	NM_153803		ENSMUSG00000036395
244757			ENSMUSG00000036395
244757			ENSMUSG00000036395
244757			ENSMUSG00000036395
