EntrezGene ID	RefSeq mRNA [e.g. NM_001195597]	RefSeq ncRNA [e.g. NR_002834]	Ensembl Gene ID
12412			ENSMUSG00000018666
109979			ENSMUSG00000034842
109979			ENSMUSG00000034842
109979			ENSMUSG00000034842
109979			ENSMUSG00000034842
109979			ENSMUSG00000034842
109979			ENSMUSG00000034842
109979			ENSMUSG00000034842
109979			ENSMUSG00000034842
109979			ENSMUSG00000034842
109979			ENSMUSG00000034842
109979			ENSMUSG00000034842
109979			ENSMUSG00000034842
109979			ENSMUSG00000034842
109979			ENSMUSG00000034842
109979			ENSMUSG00000034842
109979			ENSMUSG00000034842
109979			ENSMUSG00000034842
109979			ENSMUSG00000034842
109979	NM_181728		ENSMUSG00000034842
56371	NM_019757		ENSMUSG00000020235
56371			ENSMUSG00000020235
56371			ENSMUSG00000020235
56371			ENSMUSG00000020235
56371			ENSMUSG00000020235
56371			ENSMUSG00000020235
328531	NM_001256056		ENSMUSG00000094112
230861			ENSMUSG00000028760
230861	NM_001256198		ENSMUSG00000028760
230861			ENSMUSG00000028760
230861			ENSMUSG00000028760
230861			ENSMUSG00000028760
230861			ENSMUSG00000028760
230861			ENSMUSG00000028760
230861			ENSMUSG00000028760
230861			ENSMUSG00000028760
230861			ENSMUSG00000028760
230861			ENSMUSG00000028760
230861			ENSMUSG00000028760
230861			ENSMUSG00000028760
230861	NM_172703		ENSMUSG00000028760
230861	NM_001256195		ENSMUSG00000028760
68846			ENSMUSG00000044628
68846			ENSMUSG00000044628
68846	NM_176834		ENSMUSG00000044628
22762	NM_011766		ENSMUSG00000022306
332221	NM_001033425		ENSMUSG00000023902
332221			ENSMUSG00000023902
332221			ENSMUSG00000023902
332221			ENSMUSG00000023902
332221			ENSMUSG00000023902
332221			ENSMUSG00000023902
332221			ENSMUSG00000023902
332221			ENSMUSG00000023902
332221			ENSMUSG00000023902
332221			ENSMUSG00000023902
332221			ENSMUSG00000023902
332221			ENSMUSG00000023902
			ENSMUSG00000087612
			ENSMUSG00000087612
			ENSMUSG00000090073
		NR_045340	ENSMUSG00000085484
			ENSMUSG00000082357
107766	NM_025325		ENSMUSG00000000673
226548			ENSMUSG00000015750
226548	NM_146104		ENSMUSG00000015750
226548	NM_146134		ENSMUSG00000015750
			ENSMUSG00000087515
23956			ENSMUSG00000079434
23956	NM_001160164		ENSMUSG00000079434
23956			ENSMUSG00000079434
23956	NM_001160165		ENSMUSG00000079434
23956			ENSMUSG00000079434
23956	NM_015750		ENSMUSG00000079434
23956	NM_001160163		ENSMUSG00000079434
			ENSMUSG00000087679
			ENSMUSG00000087679
20020			ENSMUSG00000005198
20020			ENSMUSG00000005198
20020			ENSMUSG00000005198
20020	NM_009089		ENSMUSG00000005198
			ENSMUSG00000087595
			ENSMUSG00000085545
78797	NM_001252541		ENSMUSG00000006471
78797	NM_001252542		ENSMUSG00000006471
78797			ENSMUSG00000006471
78797	NM_001082476		ENSMUSG00000006471
78797			ENSMUSG00000006471
78797			ENSMUSG00000006471
78797			ENSMUSG00000006471
78797			ENSMUSG00000006471
78797			ENSMUSG00000006471
78797			ENSMUSG00000006471
78797			ENSMUSG00000006471
78797			ENSMUSG00000006471
12193	NM_001001806		ENSMUSG00000045817
23831	NM_011797		ENSMUSG00000038526
23831			ENSMUSG00000038526
23831			ENSMUSG00000038526
23831			ENSMUSG00000038526
			ENSMUSG00000098977
			ENSMUSG00000086779
			ENSMUSG00000086779
338346			ENSMUSG00000053164
338346	NM_177383		ENSMUSG00000053164
18023			ENSMUSG00000038615
18023			ENSMUSG00000038615
18023			ENSMUSG00000038615
18023			ENSMUSG00000038615
18023			ENSMUSG00000038615
18023			ENSMUSG00000038615
18023			ENSMUSG00000038615
18023			ENSMUSG00000038615
18023	NM_008686		ENSMUSG00000038615
18023	NM_001130450		ENSMUSG00000038615
18023	NM_001130454		ENSMUSG00000038615
18023	NM_001130453		ENSMUSG00000038615
18023	NM_001130451		ENSMUSG00000038615
18023	NM_001130452		ENSMUSG00000038615
217615			ENSMUSG00000021000
217615	NM_001165254		ENSMUSG00000021000
217615	NM_146034		ENSMUSG00000021000
217615			ENSMUSG00000021000
217615			ENSMUSG00000021000
217615			ENSMUSG00000021000
217615			ENSMUSG00000021000
217615			ENSMUSG00000021000
217615			ENSMUSG00000021000
217615			ENSMUSG00000021000
217615	NM_001165253		ENSMUSG00000021000
217615			ENSMUSG00000021000
217615			ENSMUSG00000021000
217615			ENSMUSG00000021000
217615			ENSMUSG00000021000
217615			ENSMUSG00000021000
217615			ENSMUSG00000021000
217615			ENSMUSG00000021000
217615			ENSMUSG00000021000
217615			ENSMUSG00000021000
217615			ENSMUSG00000021000
67784	NM_026376		ENSMUSG00000030123
67784			ENSMUSG00000030123
67784			ENSMUSG00000030123
240174	NM_183021		ENSMUSG00000024251
241324	NM_001163566		ENSMUSG00000035403
241324			ENSMUSG00000035403
241324			ENSMUSG00000035403
258280	NM_146283		ENSMUSG00000048996
258280			ENSMUSG00000048996
			ENSMUSG00000085767
			ENSMUSG00000085767
			ENSMUSG00000085767
			ENSMUSG00000086714
			ENSMUSG00000086714
			ENSMUSG00000086714
			ENSMUSG00000085543
			ENSMUSG00000082864
			ENSMUSG00000086775
			ENSMUSG00000086775
			ENSMUSG00000086775
328381			ENSMUSG00000037833
328381	NM_177816		ENSMUSG00000037833
			ENSMUSG00000082951
633979			ENSMUSG00000091415
633979			ENSMUSG00000091415
52588	NM_145928		ENSMUSG00000037824
23857	NM_011806		ENSMUSG00000042508
23857			ENSMUSG00000042508
23857	NM_001110327		ENSMUSG00000042508
23857			ENSMUSG00000042508
23857			ENSMUSG00000042508
23857			ENSMUSG00000042508
23857			ENSMUSG00000042508
23857			ENSMUSG00000042508
23857			ENSMUSG00000042508
23857			ENSMUSG00000042508
23857			ENSMUSG00000042508
23857			ENSMUSG00000042508
23857			ENSMUSG00000042508
23857			ENSMUSG00000042508
23857			ENSMUSG00000042508
23857			ENSMUSG00000042508
23857			ENSMUSG00000042508
23857			ENSMUSG00000042508
404335	NM_207572		ENSMUSG00000054890
213556	NM_177606		ENSMUSG00000040852
66471	NM_023210		ENSMUSG00000015749
66471	NM_001253757		ENSMUSG00000015749
66471			ENSMUSG00000015749
66471			ENSMUSG00000015749
66471	NM_001253758		ENSMUSG00000015749
66471			ENSMUSG00000015749
66471			ENSMUSG00000015749
66471			ENSMUSG00000015749
66471			ENSMUSG00000015749
66471			ENSMUSG00000015749
66471			ENSMUSG00000015749
12675	NM_007700		ENSMUSG00000025199
12675	NM_001162410		ENSMUSG00000025199
12675			ENSMUSG00000025199
12675			ENSMUSG00000025199
12675			ENSMUSG00000025199
12675			ENSMUSG00000025199
12675			ENSMUSG00000025199
12675			ENSMUSG00000025199
59002	NM_021499		ENSMUSG00000029029
59002			ENSMUSG00000029029
59002			ENSMUSG00000029029
59002			ENSMUSG00000029029
			ENSMUSG00000083335
			ENSMUSG00000087364
		NR_040524	ENSMUSG00000085008
			ENSMUSG00000091192
			ENSMUSG00000086669
			ENSMUSG00000085929
			ENSMUSG00000085929
70564	NM_027464		ENSMUSG00000021792
70564			ENSMUSG00000021792
70564			ENSMUSG00000021792
70564			ENSMUSG00000021792
70564			ENSMUSG00000021792
70564			ENSMUSG00000021792
70564			ENSMUSG00000021792
70564			ENSMUSG00000021792
70564			ENSMUSG00000021792
70564			ENSMUSG00000021792
15441			ENSMUSG00000028759
15441			ENSMUSG00000028759
15441			ENSMUSG00000028759
15441			ENSMUSG00000028759
15441			ENSMUSG00000028759
15441			ENSMUSG00000028759
15441			ENSMUSG00000028759
15441			ENSMUSG00000028759
15441			ENSMUSG00000028759
15441			ENSMUSG00000028759
15441			ENSMUSG00000028759
15441	NM_010470		ENSMUSG00000028759
15441	NM_001122897		ENSMUSG00000028759
15441	NM_001122896		ENSMUSG00000028759
258533	NM_146540		ENSMUSG00000046016
15945	NM_021274		ENSMUSG00000034855
15945			ENSMUSG00000034855
15945			ENSMUSG00000034855
170719	NM_001130166		ENSMUSG00000022307
170719	NM_001130165		ENSMUSG00000022307
170719			ENSMUSG00000022307
170719			ENSMUSG00000022307
170719	NM_001130163		ENSMUSG00000022307
170719	NM_130885		ENSMUSG00000022307
170719	NM_001130164		ENSMUSG00000022307
258739	NM_146744		ENSMUSG00000051258
218066	NM_146542		ENSMUSG00000036658
			ENSMUSG00000085766
			ENSMUSG00000086560
			ENSMUSG00000085693
			ENSMUSG00000086425
			ENSMUSG00000086425
			ENSMUSG00000086425
102115	NM_133964		ENSMUSG00000078440
102115			ENSMUSG00000078440
102115			ENSMUSG00000078440
102115			ENSMUSG00000078440
102115			ENSMUSG00000078440
102115			ENSMUSG00000078440
102115			ENSMUSG00000078440
102115			ENSMUSG00000078440
102115			ENSMUSG00000078440
11421	NM_207624		ENSMUSG00000020681
11421			ENSMUSG00000020681
11421	NM_009598		ENSMUSG00000020681
11421			ENSMUSG00000020681
240047	NM_001033339		ENSMUSG00000023903
67713	NM_001026211		ENSMUSG00000027679
67713	NM_026332		ENSMUSG00000027679
67713			ENSMUSG00000027679
67713			ENSMUSG00000027679
100503724	NM_001026211		ENSMUSG00000027679
100503724	NM_026332		ENSMUSG00000027679
100503724			ENSMUSG00000027679
100503724			ENSMUSG00000027679
56066	NM_019494		ENSMUSG00000060183
56066			ENSMUSG00000060183
			ENSMUSG00000087196
			ENSMUSG00000082895
			ENSMUSG00000087667
			ENSMUSG00000087667
258534	NM_146541		ENSMUSG00000049737
			ENSMUSG00000071690
208643			ENSMUSG00000045983
208643			ENSMUSG00000045983
208643	NM_145941		ENSMUSG00000045983
208643			ENSMUSG00000045983
208643			ENSMUSG00000045983
208643			ENSMUSG00000045983
208643			ENSMUSG00000045983
208643			ENSMUSG00000045983
208643			ENSMUSG00000045983
208643			ENSMUSG00000045983
208643			ENSMUSG00000045983
208643			ENSMUSG00000045983
208643			ENSMUSG00000045983
208643			ENSMUSG00000045983
208643			ENSMUSG00000045983
208643			ENSMUSG00000045983
208643			ENSMUSG00000045983
208643			ENSMUSG00000045983
208643			ENSMUSG00000045983
208643			ENSMUSG00000045983
208643			ENSMUSG00000045983
208643	NM_001005331		ENSMUSG00000045983
403171	NM_207275		ENSMUSG00000037307
403171	NM_001044750		ENSMUSG00000037307
258536	NM_146543		ENSMUSG00000094398
258067	NM_001011820		ENSMUSG00000096404
278097			ENSMUSG00000050394
278097	NM_001007578		ENSMUSG00000050394
278097			ENSMUSG00000050394
278097			ENSMUSG00000050394
269113	NM_183392		ENSMUSG00000034826
269113			ENSMUSG00000034826
269113			ENSMUSG00000034826
269113			ENSMUSG00000034826
269113			ENSMUSG00000034826
269113			ENSMUSG00000034826
269113			ENSMUSG00000034826
319180	NM_178199		ENSMUSG00000094338
319183	NM_178199		ENSMUSG00000094338
319185	NM_178199		ENSMUSG00000094338
319187	NM_178199		ENSMUSG00000094338
66346	NM_025503		ENSMUSG00000061633
319164	NM_178182		ENSMUSG00000071516
319165	NM_178182		ENSMUSG00000071516
319166	NM_178182		ENSMUSG00000071516
319167	NM_178182		ENSMUSG00000071516
319168	NM_178182		ENSMUSG00000071516
319170	NM_178182		ENSMUSG00000071516
319171	NM_178182		ENSMUSG00000071516
319172	NM_178182		ENSMUSG00000071516
319191	NM_178182		ENSMUSG00000071516
665433	NM_178182		ENSMUSG00000071516
21787	NM_019678		ENSMUSG00000022757
21787	NM_001252443		ENSMUSG00000022757
21787			ENSMUSG00000022757
21787			ENSMUSG00000022757
21787			ENSMUSG00000022757
21787			ENSMUSG00000022757
21787			ENSMUSG00000022757
21787			ENSMUSG00000022757
56358			ENSMUSG00000018672
56358	NM_019877		ENSMUSG00000018672
56358			ENSMUSG00000018672
56358			ENSMUSG00000018672
56358			ENSMUSG00000018672
69178	NM_001199188		ENSMUSG00000027423
69178	NM_024225		ENSMUSG00000027423
69178			ENSMUSG00000027423
69178			ENSMUSG00000027423
69178			ENSMUSG00000027423
69178			ENSMUSG00000027423
69178			ENSMUSG00000027423
69178			ENSMUSG00000027423
227801	NM_146122		ENSMUSG00000035392
227801			ENSMUSG00000035392
227801			ENSMUSG00000035392
227801			ENSMUSG00000035392
227801			ENSMUSG00000035392
227801			ENSMUSG00000035392
227801			ENSMUSG00000035392
227801			ENSMUSG00000035392
227801			ENSMUSG00000035392
227801			ENSMUSG00000035392
268294	NM_153398		ENSMUSG00000019826
97908	NM_178206		ENSMUSG00000069312
319152	NM_178206		ENSMUSG00000069312
319153	NM_178206		ENSMUSG00000069312
360198	NM_178206		ENSMUSG00000069312
213575	NM_172256		ENSMUSG00000024253
269233			ENSMUSG00000050530
269233	NM_001081161		ENSMUSG00000050530
269233			ENSMUSG00000050530
269233			ENSMUSG00000050530
75905			ENSMUSG00000037358
75905	NM_175228		ENSMUSG00000037358
20674	NM_011443		ENSMUSG00000074637
			ENSMUSG00000082796
			ENSMUSG00000083115
			ENSMUSG00000083773
			ENSMUSG00000083773
71703	NM_027870		ENSMUSG00000049047
71703			ENSMUSG00000049047
71703			ENSMUSG00000049047
			ENSMUSG00000068149
14375			ENSMUSG00000022471
14375			ENSMUSG00000022471
14375	NM_010247		ENSMUSG00000022471
14375			ENSMUSG00000022471
14375			ENSMUSG00000022471
14375			ENSMUSG00000022471
14375			ENSMUSG00000022471
14375			ENSMUSG00000022471
14375			ENSMUSG00000022471
14375			ENSMUSG00000022471
14375			ENSMUSG00000022471
60322	NM_021715		ENSMUSG00000037347
			ENSMUSG00000098374
218543	NM_172592		ENSMUSG00000032621
27409	NM_031884		ENSMUSG00000040505
27409			ENSMUSG00000040505
27409			ENSMUSG00000040505
27409			ENSMUSG00000040505
239853	NM_172825		ENSMUSG00000022755
219135	NM_144843		ENSMUSG00000021987
18108	NM_008708		ENSMUSG00000026643
18108			ENSMUSG00000026643
18108			ENSMUSG00000026643
18108			ENSMUSG00000026643
			ENSMUSG00000086519
			ENSMUSG00000082788
		NR_029460	ENSMUSG00000079499
			ENSMUSG00000079499
			ENSMUSG00000079499
76295			ENSMUSG00000037400
76295			ENSMUSG00000037400
76295	NM_029570		ENSMUSG00000037400
76295			ENSMUSG00000037400
76295			ENSMUSG00000037400
76295			ENSMUSG00000037400
76295			ENSMUSG00000037400
			ENSMUSG00000086994
			ENSMUSG00000082413
			ENSMUSG00000048316
			ENSMUSG00000079497
80280	NM_030248		ENSMUSG00000018669
80280			ENSMUSG00000018669
80280			ENSMUSG00000018669
80280			ENSMUSG00000018669
80280			ENSMUSG00000018669
80280			ENSMUSG00000018669
80280			ENSMUSG00000018669
80280			ENSMUSG00000018669
80280			ENSMUSG00000018669
80280			ENSMUSG00000018669
80280			ENSMUSG00000018669
			ENSMUSG00000085401
			ENSMUSG00000085401
74157	NM_028791		ENSMUSG00000024019
74157			ENSMUSG00000024019
74157			ENSMUSG00000024019
74157			ENSMUSG00000024019
74157			ENSMUSG00000024019
74157			ENSMUSG00000024019
74157			ENSMUSG00000024019
74157			ENSMUSG00000024019
74157			ENSMUSG00000024019
			ENSMUSG00000052222
			ENSMUSG00000084892
			ENSMUSG00000087435
			ENSMUSG00000085275
236727	NM_177353		ENSMUSG00000037341
236727			ENSMUSG00000037341
236727			ENSMUSG00000037341
236727			ENSMUSG00000037341
			ENSMUSG00000086405
			ENSMUSG00000087268
			ENSMUSG00000087268
230863	NM_001099631		ENSMUSG00000045349
230863			ENSMUSG00000045349
230863			ENSMUSG00000045349
230863			ENSMUSG00000045349
230863			ENSMUSG00000045349
12492	NM_007644		ENSMUSG00000029426
			ENSMUSG00000075416
			ENSMUSG00000075416
319186	NM_178200		ENSMUSG00000096807
227522	NM_001013376		ENSMUSG00000049950
72125	NM_001164705		ENSMUSG00000021986
72125	NM_028113		ENSMUSG00000021986
56277	NM_019631		ENSMUSG00000022754
56277			ENSMUSG00000022754
56277			ENSMUSG00000022754
67808	NM_026388		ENSMUSG00000029030
67808			ENSMUSG00000029030
67808			ENSMUSG00000029030
67808			ENSMUSG00000029030
67808			ENSMUSG00000029030
20867	NM_016737		ENSMUSG00000024966
78245	NM_030063		ENSMUSG00000026644
223513	NM_175456		ENSMUSG00000042895
11856	NM_009707		ENSMUSG00000031355
11856			ENSMUSG00000031355
11856			ENSMUSG00000031355
11856			ENSMUSG00000031355
11856			ENSMUSG00000031355
11856	NM_178754		ENSMUSG00000031355
11856			ENSMUSG00000031355
69386	NM_178210		ENSMUSG00000067455
97122	NM_178210		ENSMUSG00000067455
319155	NM_178210		ENSMUSG00000067455
319156	NM_178210		ENSMUSG00000067455
319157	NM_178210		ENSMUSG00000067455
319158	NM_178210		ENSMUSG00000067455
319159	NM_178210		ENSMUSG00000067455
319160	NM_178210		ENSMUSG00000067455
319161	NM_178210		ENSMUSG00000067455
320332	NM_178210		ENSMUSG00000067455
326619	NM_178210		ENSMUSG00000067455
326620	NM_178210		ENSMUSG00000067455
100041230	NM_178210		ENSMUSG00000067455
11600	NM_009640		ENSMUSG00000022309
56293	NM_019871		ENSMUSG00000018776
22272			ENSMUSG00000044894
22272			ENSMUSG00000044894
22272	NM_025352		ENSMUSG00000044894
22272			ENSMUSG00000044894
67470			ENSMUSG00000024254
67470	NM_026180		ENSMUSG00000024254
67470			ENSMUSG00000024254
59079	NM_001005868		ENSMUSG00000021709
59079			ENSMUSG00000021709
59079	NM_021563		ENSMUSG00000021709
59079			ENSMUSG00000021709
14566			ENSMUSG00000018238
14566			ENSMUSG00000018238
14566	NM_008110		ENSMUSG00000018238
16331	NM_001110193		ENSMUSG00000026288
16331	NM_010566		ENSMUSG00000026288
16331	NM_001110192		ENSMUSG00000026288
16331			ENSMUSG00000026288
16331			ENSMUSG00000026288
16331			ENSMUSG00000026288
16331			ENSMUSG00000026288
16331			ENSMUSG00000026288
16331			ENSMUSG00000026288
16331			ENSMUSG00000026288
16331			ENSMUSG00000026288
16331			ENSMUSG00000026288
16331			ENSMUSG00000026288
16559			ENSMUSG00000028758
16559	NM_010623		ENSMUSG00000028758
16559	NM_001190978		ENSMUSG00000028758
16559			ENSMUSG00000028758
			ENSMUSG00000085491
217246	NM_001101453		ENSMUSG00000098427
			ENSMUSG00000084143
107227	NM_134147		ENSMUSG00000036278
			ENSMUSG00000087269
		NR_040334	ENSMUSG00000087269
75580			ENSMUSG00000018750
75580	NM_029348		ENSMUSG00000018750
75580			ENSMUSG00000018750
75580			ENSMUSG00000018750
75580			ENSMUSG00000018750
75580			ENSMUSG00000018750
75580			ENSMUSG00000018750
219140			ENSMUSG00000021990
219140			ENSMUSG00000021990
219140			ENSMUSG00000021990
219140			ENSMUSG00000021990
219140			ENSMUSG00000021990
219140			ENSMUSG00000021990
219140			ENSMUSG00000021990
219140			ENSMUSG00000021990
219140			ENSMUSG00000021990
219140	NM_001033272		ENSMUSG00000021990
214968			ENSMUSG00000027200
214968			ENSMUSG00000027200
214968			ENSMUSG00000027200
214968			ENSMUSG00000027200
214968			ENSMUSG00000027200
214968	NM_199241		ENSMUSG00000027200
214968			ENSMUSG00000027200
214968			ENSMUSG00000027200
214968	NM_199240		ENSMUSG00000027200
214968	NM_199239		ENSMUSG00000027200
214968	NM_199238		ENSMUSG00000027200
214968	NM_172537		ENSMUSG00000027200
67416			ENSMUSG00000033436
67416	NM_001166398		ENSMUSG00000033436
67416	NM_001166397		ENSMUSG00000033436
67416			ENSMUSG00000033436
67416			ENSMUSG00000033436
67416			ENSMUSG00000033436
67416			ENSMUSG00000033436
67416	NM_026139		ENSMUSG00000033436
			ENSMUSG00000072963
217246			ENSMUSG00000098551
99035			ENSMUSG00000026645
99035	NM_145921		ENSMUSG00000026645
69457	NM_183281		ENSMUSG00000046748
384198			ENSMUSG00000057068
384198			ENSMUSG00000057068
384198			ENSMUSG00000057068
384198			ENSMUSG00000057068
384198	NM_001033478		ENSMUSG00000057068
384198			ENSMUSG00000057068
384198	NM_001170571		ENSMUSG00000057068
239405	NM_172815		ENSMUSG00000051920
28185	NM_138599		ENSMUSG00000022752
16341	NM_008388		ENSMUSG00000022336
			ENSMUSG00000087430
71774	NM_027917		ENSMUSG00000018387
71774			ENSMUSG00000018387
71774			ENSMUSG00000018387
71774			ENSMUSG00000018387
71774			ENSMUSG00000018387
71774			ENSMUSG00000018387
			ENSMUSG00000084226
104362	NM_008579		ENSMUSG00000026650
104362			ENSMUSG00000026650
104362			ENSMUSG00000026650
104362			ENSMUSG00000026650
104362			ENSMUSG00000026650
104362			ENSMUSG00000026650
			ENSMUSG00000072592
			ENSMUSG00000085224
			ENSMUSG00000083143
67220	NM_023320		ENSMUSG00000015745
67220			ENSMUSG00000015745
67220			ENSMUSG00000015745
67220			ENSMUSG00000015745
67220			ENSMUSG00000015745
66736	NM_025736		ENSMUSG00000022337
192775			ENSMUSG00000001901
192775	NM_001037712		ENSMUSG00000001901
192775			ENSMUSG00000001901
192775			ENSMUSG00000001901
			ENSMUSG00000087549
			ENSMUSG00000086356
74528			ENSMUSG00000027424
74528	NM_028984		ENSMUSG00000027424
74528			ENSMUSG00000027424
			ENSMUSG00000085737
			ENSMUSG00000081480
			ENSMUSG00000086192
			ENSMUSG00000090157
			ENSMUSG00000090157
			ENSMUSG00000086216
396184	NM_201411		ENSMUSG00000047787
			ENSMUSG00000066068
13200	NM_007838		ENSMUSG00000028757
72273	NM_001099917		ENSMUSG00000078439
72273			ENSMUSG00000078439
72273			ENSMUSG00000078439
52331	NM_175096		ENSMUSG00000047963
			ENSMUSG00000083004
171580			ENSMUSG00000019823
171580			ENSMUSG00000019823
171580	NM_001164433		ENSMUSG00000019823
171580			ENSMUSG00000019823
171580			ENSMUSG00000019823
171580			ENSMUSG00000019823
171580			ENSMUSG00000019823
171580			ENSMUSG00000019823
171580			ENSMUSG00000019823
171580			ENSMUSG00000019823
171580			ENSMUSG00000019823
171580	NM_138315		ENSMUSG00000019823
			ENSMUSG00000079264
19889	NM_133669		ENSMUSG00000060090
19889			ENSMUSG00000060090
19889			ENSMUSG00000060090
19889			ENSMUSG00000060090
19889			ENSMUSG00000060090
28075			ENSMUSG00000022472
28075	NM_134095		ENSMUSG00000022472
28075			ENSMUSG00000022472
28075			ENSMUSG00000022472
28075			ENSMUSG00000022472
28075			ENSMUSG00000022472
107260	NM_134150		ENSMUSG00000024767
107260			ENSMUSG00000024767
107260			ENSMUSG00000024767
107260			ENSMUSG00000024767
107260			ENSMUSG00000024767
212733	NM_153784		ENSMUSG00000043782
22365	NM_013841		ENSMUSG00000015747
22365			ENSMUSG00000015747
22365			ENSMUSG00000015747
			ENSMUSG00000049427
52633	NM_023175		ENSMUSG00000022751
237761	NM_183173		ENSMUSG00000044352
